red,green,blue,cat,alpha
91,101,110,100,-0.15
92,102,111,100,-0.15
92,102,111,100,-0.15
90,100,109,100,-0.15
85,95,104,100,-0.15
81,91,100,100,-0.15
78,88,97,100,-0.15
78,88,97,100,-0.15
77,87,96,100,-0.15
79,89,98,100,-0.15
80,90,99,100,-0.15
79,89,98,100,-0.15
79,89,98,100,-0.15
82,92,101,100,-0.15
88,98,107,100,-0.15
94,104,113,100,-0.15
102,115,123,100,-0.15
100,113,121,100,-0.15
97,110,118,100,-0.15
96,109,117,100,-0.15
94,107,115,100,-0.15
92,105,113,100,-0.15
88,101,109,100,-0.15
85,98,106,100,-0.15
87,100,108,100,-0.15
87,100,108,100,-0.15
88,101,109,100,-0.15
89,102,110,100,-0.15
90,103,111,100,-0.15
91,104,112,100,-0.15
93,106,114,100,-0.15
93,106,114,100,-0.15
85,98,106,100,-0.15
88,101,109,100,-0.15
91,104,112,100,-0.15
89,102,110,100,-0.15
86,99,107,100,-0.15
86,99,107,100,-0.15
91,104,112,100,-0.15
96,109,117,100,-0.15
98,111,119,100,-0.15
96,109,117,100,-0.15
94,107,115,100,-0.15
94,107,115,100,-0.15
95,108,116,100,-0.15
95,108,116,100,-0.15
91,104,112,100,-0.15
87,100,108,100,-0.15
85,98,106,100,-0.15
81,94,102,100,-0.15
75,88,96,100,-0.15
73,86,94,100,-0.15
77,90,98,100,-0.15
85,98,106,100,-0.15
93,106,114,100,-0.15
98,111,119,100,-0.15
101,114,122,100,-0.15
96,109,117,100,-0.15
90,103,111,100,-0.15
88,101,109,100,-0.15
89,102,110,100,-0.15
90,103,111,100,-0.15
89,102,110,100,-0.15
87,100,108,100,-0.15
89,102,110,100,-0.15
90,103,111,100,-0.15
91,104,112,100,-0.15
89,102,110,100,-0.15
84,97,105,100,-0.15
79,92,100,100,-0.15
74,87,95,100,-0.15
71,84,92,100,-0.15
58,71,79,100,-0.15
61,74,82,100,-0.15
65,78,86,100,-0.15
69,82,90,100,-0.15
74,87,95,100,-0.15
81,94,102,100,-0.15
88,101,109,100,-0.15
93,106,114,100,-0.15
94,107,115,100,-0.15
89,102,110,100,-0.15
84,97,105,100,-0.15
83,96,104,100,-0.15
86,99,107,100,-0.15
88,101,109,100,-0.15
86,99,107,100,-0.15
84,97,105,100,-0.15
78,91,99,100,-0.15
84,97,105,100,-0.15
91,104,112,100,-0.15
95,108,116,100,-0.15
96,109,117,100,-0.15
93,106,114,100,-0.15
91,104,112,100,-0.15
90,103,111,100,-0.15
84,97,105,100,-0.15
82,95,103,100,-0.15
78,91,99,100,-0.15
72,85,93,100,-0.15
70,83,91,100,-0.15
74,87,95,100,-0.15
84,97,105,100,-0.15
91,104,112,100,-0.15
91,104,112,100,-0.15
92,105,113,100,-0.15
93,106,114,100,-0.15
94,107,115,100,-0.15
94,107,115,100,-0.15
92,105,113,100,-0.15
91,104,112,100,-0.15
89,102,110,100,-0.15
87,100,108,100,-0.15
90,103,111,100,-0.15
90,103,111,100,-0.15
86,99,107,100,-0.15
86,99,107,100,-0.15
89,102,110,100,-0.15
85,98,106,100,-0.15
78,91,99,100,-0.15
78,91,99,100,-0.15
79,92,100,100,-0.15
81,94,102,100,-0.15
84,97,105,100,-0.15
88,101,109,100,-0.15
92,105,113,100,-0.15
95,108,116,100,-0.15
96,109,117,100,-0.15
90,103,111,100,-0.15
91,104,112,100,-0.15
93,106,114,100,-0.15
96,109,117,100,-0.15
98,111,119,100,-0.15
100,113,121,100,-0.15
102,115,123,100,-0.15
102,115,123,100,-0.15
94,107,115,100,-0.15
99,112,120,100,-0.15
100,113,121,100,-0.15
96,109,117,100,-0.15
95,108,116,100,-0.15
97,110,118,100,-0.15
94,107,115,100,-0.15
88,101,109,100,-0.15
75,88,96,100,-0.15
74,87,95,100,-0.15
75,88,96,100,-0.15
78,91,99,100,-0.15
82,95,103,100,-0.15
86,99,107,100,-0.15
87,100,108,100,-0.15
87,100,108,100,-0.15
95,108,116,100,-0.15
93,106,114,100,-0.15
90,103,111,100,-0.15
86,99,107,100,-0.15
84,97,105,100,-0.15
85,98,106,100,-0.15
89,102,110,100,-0.15
93,106,114,100,-0.15
87,100,108,100,-0.15
88,101,109,100,-0.15
89,102,110,100,-0.15
90,103,111,100,-0.15
90,103,111,100,-0.15
91,104,112,100,-0.15
92,105,113,100,-0.15
93,106,114,100,-0.15
79,92,100,100,-0.15
89,102,110,100,-0.15
98,111,119,100,-0.15
100,113,121,100,-0.15
95,108,116,100,-0.15
91,104,112,100,-0.15
95,108,116,100,-0.15
100,113,121,100,-0.15
94,107,115,100,-0.15
93,106,114,100,-0.15
91,104,112,100,-0.15
90,103,111,100,-0.15
91,104,112,100,-0.15
93,106,114,100,-0.15
97,110,118,100,-0.15
99,112,120,100,-0.15
93,106,114,100,-0.15
96,109,117,100,-0.15
98,111,119,100,-0.15
98,111,119,100,-0.15
95,108,116,100,-0.15
89,102,110,100,-0.15
82,95,103,100,-0.15
77,90,98,100,-0.15
76,89,97,100,-0.15
78,91,99,100,-0.15
81,94,102,100,-0.15
84,97,105,100,-0.15
85,98,106,100,-0.15
84,97,105,100,-0.15
81,94,102,100,-0.15
79,92,100,100,-0.15
77,90,98,100,-0.15
80,93,101,100,-0.15
82,95,103,100,-0.15
84,97,105,100,-0.15
83,96,104,100,-0.15
84,97,105,100,-0.15
85,98,106,100,-0.15
86,99,107,100,-0.15
84,97,105,100,-0.15
85,98,106,100,-0.15
84,97,105,100,-0.15
83,96,104,100,-0.15
80,93,101,100,-0.15
76,89,97,100,-0.15
74,87,95,100,-0.15
73,86,94,100,-0.15
67,80,88,100,-0.15
70,83,91,100,-0.15
74,87,95,100,-0.15
78,91,99,100,-0.15
81,94,102,100,-0.15
83,96,104,100,-0.15
83,96,104,100,-0.15
83,96,104,100,-0.15
86,100,109,100,-0.15
85,99,108,100,-0.15
85,99,108,100,-0.15
85,99,108,100,-0.15
87,101,110,100,-0.15
89,103,112,100,-0.15
92,106,115,100,-0.15
93,107,116,100,-0.15
94,108,117,100,-0.15
88,102,111,100,-0.15
81,95,104,100,-0.15
75,89,98,100,-0.15
74,88,97,100,-0.15
76,90,99,100,-0.15
78,92,101,100,-0.15
79,93,102,100,-0.15
83,97,106,100,-0.15
83,97,106,100,-0.15
84,98,107,100,-0.15
85,99,108,100,-0.15
86,100,109,100,-0.15
86,100,109,100,-0.15
84,98,107,100,-0.15
