red,green,blue,cat,alpha
142,156,169,417,0
141,155,166,417,0
143,153,165,417,0
141,151,160,417,0
142,149,159,417,0
141,148,156,417,0
143,148,154,417,0
143,148,154,417,0
144,147,152,417,0
143,146,151,417,0
142,147,153,417,0
141,146,152,417,0
139,146,156,417,0
138,145,155,417,0
136,144,155,417,0
136,145,152,417,0
141,146,150,417,0
138,146,148,417,0
136,146,148,417,0
131,144,150,417,0
128,142,153,417,0
123,141,155,417,0
121,138,156,417,0
119,137,159,417,0
115,135,159,417,0
117,137,162,417,0
119,139,164,417,0
120,140,165,417,0
124,140,166,417,0
124,140,166,417,0
124,138,164,417,0
122,138,163,417,0
117,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
117,138,165,417,0
117,138,165,417,0
117,138,165,417,0
116,137,164,417,0
116,137,164,417,0
115,136,163,417,0
115,136,163,417,0
113,137,163,417,0
113,137,165,417,0
112,138,165,417,0
112,138,165,417,0
112,138,165,417,0
112,138,165,417,0
112,138,165,417,0
112,138,165,417,0
112,138,165,417,0
114,140,167,417,0
113,139,166,417,0
113,139,166,417,0
112,138,165,417,0
112,138,165,417,0
113,139,166,417,0
113,139,166,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
115,141,168,417,0
115,141,168,417,0
116,142,169,417,0
116,142,169,417,0
116,142,169,417,0
119,140,167,417,0
120,141,168,417,0
121,142,169,417,0
122,143,170,417,0
123,144,171,417,0
124,145,172,417,0
123,144,171,417,0
123,144,171,417,0
124,145,172,417,0
123,144,171,417,0
123,144,171,417,0
122,143,170,417,0
122,143,170,417,0
123,144,171,417,0
123,144,171,417,0
125,145,172,417,0
129,146,174,417,0
130,145,174,417,0
130,146,172,417,0
131,147,173,417,0
131,147,172,417,0
131,147,172,417,0
132,148,171,417,0
132,148,171,417,0
132,148,171,417,0
131,147,170,417,0
130,146,171,417,0
129,145,170,417,0
128,144,170,417,0
128,144,170,417,0
128,143,172,417,0
128,145,173,417,0
124,144,171,417,0
122,143,170,417,0
121,142,169,417,0
121,142,169,417,0
121,142,169,417,0
121,142,169,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
121,142,169,417,0
122,143,170,417,0
123,144,171,417,0
124,145,172,417,0
124,145,172,417,0
124,145,172,417,0
124,145,172,417,0
123,144,171,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
121,142,169,417,0
121,142,169,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
121,142,169,417,0
121,142,169,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
123,144,171,417,0
123,144,171,417,0
123,144,171,417,0
122,143,170,417,0
122,143,170,417,0
121,142,169,417,0
121,142,169,417,0
119,143,169,417,0
118,142,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
118,139,166,417,0
119,140,167,417,0
119,140,167,417,0
120,141,168,417,0
120,141,168,417,0
119,140,167,417,0
119,140,167,417,0
118,139,166,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
118,139,166,417,0
119,140,167,417,0
119,140,167,417,0
120,141,168,417,0
120,141,168,417,0
119,140,167,417,0
119,140,167,417,0
116,140,166,417,0
116,140,166,417,0
115,141,166,417,0
115,141,166,417,0
115,141,166,417,0
115,141,166,417,0
115,141,166,417,0
115,141,166,417,0
115,141,166,417,0
114,140,165,417,0
114,140,165,417,0
114,140,165,417,0
113,139,164,417,0
113,139,164,417,0
112,138,163,417,0
112,138,163,417,0
112,138,163,417,0
113,139,166,417,0
113,139,166,417,0
112,138,165,417,0
111,137,164,417,0
110,136,163,417,0
110,136,163,417,0
109,135,162,417,0
108,134,161,417,0
109,135,162,417,0
109,135,162,417,0
108,134,161,417,0
107,133,160,417,0
106,132,159,417,0
106,132,159,417,0
105,131,158,417,0
105,131,158,417,0
139,153,166,417,0
140,152,164,417,0
140,150,160,417,0
139,149,158,417,0
140,147,157,417,0
140,147,155,417,0
142,147,153,417,0
142,147,153,417,0
143,146,151,417,0
143,146,151,417,0
141,146,152,417,0
141,146,152,417,0
138,145,155,417,0
136,145,154,417,0
136,144,155,417,0
135,144,153,417,0
140,148,151,417,0
139,147,149,417,0
136,145,150,417,0
131,144,150,417,0
128,142,153,417,0
123,141,155,417,0
121,138,156,417,0
119,137,159,417,0
116,136,160,417,0
116,136,161,417,0
118,138,163,417,0
121,138,164,417,0
122,138,164,417,0
122,138,164,417,0
122,136,162,417,0
120,136,161,417,0
117,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
116,137,164,417,0
117,138,165,417,0
117,138,165,417,0
117,138,165,417,0
116,137,164,417,0
116,137,164,417,0
115,136,163,417,0
115,136,163,417,0
113,137,163,417,0
114,138,166,417,0
113,139,166,417,0
113,139,166,417,0
113,139,166,417,0
113,139,166,417,0
113,139,166,417,0
113,139,166,417,0
113,139,166,417,0
114,140,167,417,0
113,139,166,417,0
113,139,166,417,0
112,138,165,417,0
112,138,165,417,0
113,139,166,417,0
113,139,166,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
115,141,168,417,0
114,140,167,417,0
114,140,167,417,0
114,140,167,417,0
115,141,168,417,0
115,141,168,417,0
116,142,169,417,0
116,142,169,417,0
116,142,169,417,0
119,140,167,417,0
120,141,168,417,0
121,142,169,417,0
122,143,170,417,0
123,144,171,417,0
123,144,171,417,0
123,144,171,417,0
123,144,171,417,0
124,145,172,417,0
123,144,171,417,0
123,144,171,417,0
122,143,170,417,0
122,143,170,417,0
123,144,171,417,0
123,144,171,417,0
125,145,172,417,0
128,145,173,417,0
130,146,172,417,0
130,146,172,417,0
131,147,172,417,0
132,148,173,417,0
133,149,172,417,0
134,150,173,417,0
134,151,171,417,0
135,151,174,417,0
135,151,174,417,0
134,150,173,417,0
133,149,174,417,0
132,148,174,417,0
131,147,173,417,0
130,145,174,417,0
129,146,174,417,0
126,146,173,417,0
125,146,173,417,0
124,145,172,417,0
123,144,171,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
123,144,171,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
121,142,169,417,0
122,143,170,417,0
123,144,171,417,0
124,145,172,417,0
124,145,172,417,0
124,145,172,417,0
124,145,172,417,0
123,144,171,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
121,142,169,417,0
121,142,169,417,0
121,142,169,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
121,142,169,417,0
121,142,169,417,0
121,142,169,417,0
122,143,170,417,0
122,143,170,417,0
122,143,170,417,0
123,144,171,417,0
123,144,171,417,0
123,144,171,417,0
122,143,170,417,0
122,143,170,417,0
121,142,169,417,0
121,142,169,417,0
119,143,169,417,0
118,142,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
117,143,168,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
116,142,167,417,0
118,139,166,417,0
119,140,167,417,0
119,140,167,417,0
120,141,168,417,0
120,141,168,417,0
119,140,167,417,0
119,140,167,417,0
118,139,166,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
120,141,168,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
119,140,167,417,0
118,139,166,417,0
119,140,167,417,0
119,140,167,417,0
