red,green,blue,cat,alpha
139,146,152,417,-0.05
138,145,151,417,-0.05
137,144,150,417,-0.05
136,143,149,417,-0.05
135,142,148,417,-0.05
135,142,148,417,-0.05
135,142,148,417,-0.05
135,142,148,417,-0.05
135,140,144,417,-0.05
135,140,144,417,-0.05
134,139,143,417,-0.05
134,139,143,417,-0.05
135,139,142,417,-0.05
134,138,141,417,-0.05
134,138,141,417,-0.05
133,138,142,417,-0.05
131,136,142,417,-0.05
129,136,144,417,-0.05
127,136,145,417,-0.05
127,136,145,417,-0.05
127,136,145,417,-0.05
126,135,144,417,-0.05
125,135,145,417,-0.05
125,135,145,417,-0.05
125,137,149,417,-0.05
125,137,149,417,-0.05
124,138,151,417,-0.05
123,137,150,417,-0.05
121,137,152,417,-0.05
120,136,151,417,-0.05
120,136,152,417,-0.05
120,136,152,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
122,139,155,417,-0.05
122,139,155,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
124,141,159,417,-0.05
124,141,159,417,-0.05
124,141,159,417,-0.05
124,141,159,417,-0.05
124,141,159,417,-0.05
124,141,159,417,-0.05
124,141,159,417,-0.05
124,141,159,417,-0.05
123,140,158,417,-0.05
123,140,158,417,-0.05
123,140,158,417,-0.05
124,141,159,417,-0.05
124,141,159,417,-0.05
125,142,160,417,-0.05
125,142,160,417,-0.05
125,142,160,417,-0.05
126,142,158,417,-0.05
127,143,159,417,-0.05
128,144,160,417,-0.05
129,145,161,417,-0.05
129,145,161,417,-0.05
129,145,161,417,-0.05
129,145,161,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,159,417,-0.05
133,145,161,417,-0.05
133,145,159,417,-0.05
134,146,160,417,-0.05
134,146,160,417,-0.05
134,146,160,417,-0.05
134,146,160,417,-0.05
135,147,161,417,-0.05
135,147,161,417,-0.05
133,145,159,417,-0.05
133,145,159,417,-0.05
134,146,160,417,-0.05
134,146,160,417,-0.05
133,145,159,417,-0.05
132,144,158,417,-0.05
131,143,157,417,-0.05
130,144,157,417,-0.05
127,140,157,417,-0.05
125,141,157,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
127,143,159,417,-0.05
128,144,160,417,-0.05
129,145,161,417,-0.05
129,145,161,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
127,142,163,417,-0.05
128,143,164,417,-0.05
128,143,164,417,-0.05
129,144,165,417,-0.05
129,144,165,417,-0.05
128,143,164,417,-0.05
128,143,164,417,-0.05
127,142,163,417,-0.05
128,143,164,417,-0.05
128,143,164,417,-0.05
128,143,164,417,-0.05
128,143,164,417,-0.05
128,143,164,417,-0.05
128,143,164,417,-0.05
128,143,164,417,-0.05
128,143,162,417,-0.05
128,143,162,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
128,144,160,417,-0.05
127,143,159,417,-0.05
127,143,159,417,-0.05
127,143,159,417,-0.05
127,143,159,417,-0.05
127,143,159,417,-0.05
127,143,159,417,-0.05
127,143,159,417,-0.05
127,143,159,417,-0.05
126,143,161,417,-0.05
126,143,161,417,-0.05
126,143,161,417,-0.05
126,143,161,417,-0.05
126,143,161,417,-0.05
126,143,161,417,-0.05
126,143,161,417,-0.05
126,143,161,417,-0.05
125,142,160,417,-0.05
125,142,160,417,-0.05
125,142,160,417,-0.05
125,142,160,417,-0.05
125,142,160,417,-0.05
125,142,160,417,-0.05
125,142,160,417,-0.05
125,142,160,417,-0.05
125,141,157,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
127,143,159,417,-0.05
127,143,159,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
125,141,157,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
126,142,158,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
124,141,157,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
122,139,155,417,-0.05
122,139,155,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,156,417,-0.05
122,137,158,417,-0.05
122,137,160,417,-0.05
122,137,160,417,-0.05
121,136,159,417,-0.05
121,136,159,417,-0.05
120,135,158,417,-0.05
119,135,158,417,-0.05
119,135,158,417,-0.05
119,135,158,417,-0.05
119,135,158,417,-0.05
117,135,157,417,-0.05
116,134,156,417,-0.05
114,132,154,417,-0.05
113,131,153,417,-0.05
110,131,152,417,-0.05
109,130,151,417,-0.05
136,143,149,417,-0.05
136,143,149,417,-0.05
135,142,148,417,-0.05
134,141,147,417,-0.05
134,141,147,417,-0.05
134,141,147,417,-0.05
134,141,147,417,-0.05
135,142,148,417,-0.05
136,141,145,417,-0.05
135,140,144,417,-0.05
135,140,144,417,-0.05
135,140,144,417,-0.05
135,139,142,417,-0.05
135,139,142,417,-0.05
135,139,142,417,-0.05
133,138,142,417,-0.05
130,137,145,417,-0.05
130,137,145,417,-0.05
129,138,147,417,-0.05
128,137,146,417,-0.05
127,136,145,417,-0.05
127,136,145,417,-0.05
125,135,145,417,-0.05
125,135,145,417,-0.05
125,137,149,417,-0.05
125,137,149,417,-0.05
124,138,151,417,-0.05
123,137,150,417,-0.05
121,137,152,417,-0.05
120,136,151,417,-0.05
120,136,152,417,-0.05
120,136,152,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
122,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
121,138,154,417,-0.05
122,139,155,417,-0.05
122,139,155,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
123,140,156,417,-0.05
124,141,159,417,-0.05
