red,green,blue,cat,alpha
102,141,180,100,0.2
105,144,183,100,0.2
105,143,180,100,0.2
100,138,175,100,0.2
98,136,172,100,0.2
101,139,175,100,0.2
104,143,176,100,0.2
103,142,175,100,0.2
109,150,182,100,0.2
107,150,182,100,0.2
106,149,183,100,0.2
102,148,181,100,0.2
101,147,181,100,0.2
99,149,182,100,0.2
101,151,186,100,0.2
104,154,189,100,0.2
110,156,190,100,0.2
112,156,191,100,0.2
113,158,191,100,0.2
113,158,189,100,0.2
113,158,189,100,0.2
112,157,186,100,0.2
110,156,182,100,0.2
109,155,181,100,0.2
108,154,180,100,0.2
116,162,188,100,0.2
124,169,198,100,0.2
127,172,201,100,0.2
124,169,202,100,0.2
119,164,197,100,0.2
118,162,197,100,0.2
118,164,198,100,0.2
110,156,190,100,0.2
105,154,187,100,0.2
102,152,187,100,0.2
100,150,185,100,0.2
100,150,185,100,0.2
100,150,185,100,0.2
99,149,182,100,0.2
99,148,180,100,0.2
103,150,180,100,0.2
111,155,182,100,0.2
119,156,182,100,0.2
122,157,179,100,0.2
130,161,181,100,0.2
141,168,185,100,0.2
142,168,183,100,0.2
135,163,177,100,0.2
139,170,188,100,0.2
127,162,181,100,0.2
116,153,172,100,0.2
114,151,170,100,0.2
119,157,178,100,0.2
123,164,186,100,0.2
125,165,190,100,0.2
123,164,192,100,0.2
125,169,198,100,0.2
124,169,200,100,0.2
123,167,202,100,0.2
119,165,199,100,0.2
114,162,200,100,0.2
113,161,199,100,0.2
113,162,202,100,0.2
115,163,201,100,0.2
120,159,198,100,0.2
117,155,192,100,0.2
113,151,187,100,0.2
111,150,183,100,0.2
103,142,173,100,0.2
91,131,157,100,0.2
82,122,148,100,0.2
79,119,144,100,0.2
69,110,132,100,0.2
71,112,134,100,0.2
76,117,139,100,0.2
84,125,147,100,0.2
92,132,157,100,0.2
98,138,163,100,0.2
100,140,166,100,0.2
99,140,168,100,0.2
112,157,190,100,0.2
112,158,192,100,0.2
114,158,195,100,0.2
116,160,197,100,0.2
116,160,197,100,0.2
113,157,194,100,0.2
108,150,188,100,0.2
103,146,181,100,0.2
101,141,177,100,0.2
101,142,174,100,0.2
104,143,172,100,0.2
110,150,175,100,0.2
120,158,179,100,0.2
125,164,181,100,0.2
125,164,181,100,0.2
125,163,176,100,0.2
133,163,174,100,0.2
134,162,174,100,0.2
130,159,173,100,0.2
123,154,172,100,0.2
119,149,173,100,0.2
115,149,176,100,0.2
119,152,183,100,0.2
122,158,192,100,0.2
123,161,197,100,0.2
124,167,202,100,0.2
122,166,203,100,0.2
114,162,198,100,0.2
115,164,197,100,0.2
120,170,203,100,0.2
120,173,205,100,0.2
120,169,199,100,0.2
121,158,187,100,0.2
121,155,182,100,0.2
115,149,176,100,0.2
108,142,169,100,0.2
105,141,167,100,0.2
105,141,167,100,0.2
99,136,162,100,0.2
92,129,155,100,0.2
89,129,154,100,0.2
98,138,163,100,0.2
109,151,175,100,0.2
118,160,184,100,0.2
121,163,187,100,0.2
123,165,189,100,0.2
123,168,191,100,0.2
125,170,191,100,0.2
120,167,183,100,0.2
116,164,178,100,0.2
115,162,178,100,0.2
121,168,184,100,0.2
128,177,194,100,0.2
132,181,198,100,0.2
127,178,199,100,0.2
122,172,195,100,0.2
118,170,194,100,0.2
114,165,192,100,0.2
107,160,191,100,0.2
105,158,189,100,0.2
104,159,190,100,0.2
107,162,193,100,0.2
109,163,197,100,0.2
112,164,203,100,0.2
122,170,216,100,0.2
121,167,217,100,0.2
119,165,215,100,0.2
119,165,214,100,0.2
121,167,216,100,0.2
122,169,213,100,0.2
123,170,214,100,0.2
122,170,210,100,0.2
119,167,207,100,0.2
112,160,196,100,0.2
106,154,190,100,0.2
105,154,187,100,0.2
108,157,189,100,0.2
111,160,192,100,0.2
110,159,189,100,0.2
108,157,189,100,0.2
111,157,193,100,0.2
110,155,194,100,0.2
108,154,190,100,0.2
104,150,184,100,0.2
99,145,179,100,0.2
93,139,172,100,0.2
86,133,163,100,0.2
81,128,158,100,0.2
88,135,165,100,0.2
92,139,169,100,0.2
99,145,178,100,0.2
106,152,185,100,0.2
111,157,191,100,0.2
114,160,194,100,0.2
116,162,198,100,0.2
118,164,198,100,0.2
115,160,189,100,0.2
114,160,186,100,0.2
113,160,188,100,0.2
113,160,188,100,0.2
112,161,191,100,0.2
110,159,189,100,0.2
108,158,185,100,0.2
105,155,180,100,0.2
114,160,186,100,0.2
114,159,182,100,0.2
118,159,179,100,0.2
125,162,180,100,0.2
126,159,174,100,0.2
122,152,163,100,0.2
119,147,159,100,0.2
119,147,161,100,0.2
111,139,160,100,0.2
112,142,166,100,0.2
110,141,169,100,0.2
104,138,166,100,0.2
99,132,165,100,0.2
96,132,168,100,0.2
102,137,177,100,0.2
105,144,185,100,0.2
105,143,188,100,0.2
105,148,191,100,0.2
107,150,193,100,0.2
107,152,194,100,0.2
103,151,191,100,0.2
101,149,189,100,0.2
100,149,189,100,0.2
101,149,189,100,0.2
104,149,191,100,0.2
102,145,188,100,0.2
98,141,184,100,0.2
96,139,181,100,0.2
93,136,178,100,0.2
89,133,172,100,0.2
84,128,165,100,0.2
80,124,159,100,0.2
78,122,157,100,0.2
81,126,157,100,0.2
88,133,164,100,0.2
97,142,171,100,0.2
107,153,179,100,0.2
112,158,184,100,0.2
113,159,183,100,0.2
113,159,185,100,0.2
109,152,184,100,0.2
111,154,188,100,0.2
111,154,186,100,0.2
109,152,184,100,0.2
111,152,182,100,0.2
112,153,183,100,0.2
109,150,178,100,0.2
103,145,170,100,0.2
105,147,172,100,0.2
96,138,162,100,0.2
87,128,150,100,0.2
85,126,148,100,0.2
88,129,149,100,0.2
88,129,149,100,0.2
81,122,140,100,0.2
72,115,134,100,0.2
87,132,155,100,0.2
85,131,155,100,0.2
82,128,152,100,0.2
75,121,145,100,0.2
67,111,136,100,0.2
58,102,127,100,0.2
55,97,122,100,0.2
53,95,120,100,0.2
42,82,108,100,0.2
45,85,111,100,0.2
51,88,115,100,0.2
54,91,118,100,0.2
58,93,121,100,0.2
