red,green,blue,cat,alpha
135,139,140,417,-0.1
135,139,140,417,-0.1
134,138,139,417,-0.1
133,137,138,417,-0.1
133,137,138,417,-0.1
134,138,139,417,-0.1
135,139,140,417,-0.1
135,139,140,417,-0.1
130,134,135,417,-0.1
130,134,135,417,-0.1
130,134,135,417,-0.1
130,134,135,417,-0.1
130,134,135,417,-0.1
130,134,135,417,-0.1
130,134,135,417,-0.1
130,134,135,417,-0.1
124,129,133,417,-0.1
124,129,133,417,-0.1
125,130,134,417,-0.1
125,130,134,417,-0.1
126,131,135,417,-0.1
127,132,136,417,-0.1
127,132,136,417,-0.1
127,132,136,417,-0.1
128,133,137,417,-0.1
128,133,137,417,-0.1
128,133,137,417,-0.1
128,133,137,417,-0.1
128,133,137,417,-0.1
128,133,137,417,-0.1
128,133,137,417,-0.1
128,133,137,417,-0.1
125,132,140,417,-0.1
125,132,140,417,-0.1
125,132,140,417,-0.1
126,133,141,417,-0.1
126,133,141,417,-0.1
127,134,142,417,-0.1
127,134,142,417,-0.1
127,134,142,417,-0.1
128,135,143,417,-0.1
128,135,143,417,-0.1
128,135,143,417,-0.1
128,135,143,417,-0.1
128,135,143,417,-0.1
128,135,143,417,-0.1
128,135,143,417,-0.1
127,136,143,417,-0.1
127,136,145,417,-0.1
126,136,145,417,-0.1
126,136,145,417,-0.1
126,136,145,417,-0.1
126,136,145,417,-0.1
126,136,145,417,-0.1
126,136,145,417,-0.1
126,136,145,417,-0.1
128,138,147,417,-0.1
127,137,146,417,-0.1
127,137,146,417,-0.1
126,136,145,417,-0.1
126,136,145,417,-0.1
127,137,146,417,-0.1
127,137,146,417,-0.1
128,138,147,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
129,139,148,417,-0.1
127,140,148,417,-0.1
127,140,148,417,-0.1
127,140,148,417,-0.1
127,140,148,417,-0.1
127,140,148,417,-0.1
127,140,148,417,-0.1
