red,green,blue,cat,alpha
95,126,154,100,0.05
98,129,157,100,0.05
101,133,158,100,0.05
101,133,158,100,0.05
96,128,151,100,0.05
89,121,142,100,0.05
84,116,137,100,0.05
81,114,133,100,0.05
84,117,136,100,0.05
88,121,140,100,0.05
91,123,146,100,0.05
93,125,148,100,0.05
92,124,149,100,0.05
93,125,150,100,0.05
97,128,156,100,0.05
100,132,157,100,0.05
105,137,162,100,0.05
106,138,161,100,0.05
108,140,163,100,0.05
108,140,163,100,0.05
107,139,162,100,0.05
105,137,160,100,0.05
102,134,157,100,0.05
101,133,156,100,0.05
99,131,154,100,0.05
106,138,161,100,0.05
113,145,168,100,0.05
113,145,168,100,0.05
107,139,162,100,0.05
102,134,157,100,0.05
103,135,158,100,0.05
107,139,164,100,0.05
94,125,154,100,0.05
95,126,157,100,0.05
96,127,158,100,0.05
96,127,158,100,0.05
96,127,156,100,0.05
98,129,158,100,0.05
100,131,159,100,0.05
102,133,161,100,0.05
107,139,164,100,0.05
105,137,162,100,0.05
102,134,157,100,0.05
104,136,159,100,0.05
109,141,162,100,0.05
112,144,165,100,0.05
113,145,166,100,0.05
114,145,165,100,0.05
128,157,175,100,0.05
119,146,163,100,0.05
107,136,152,100,0.05
103,132,148,100,0.05
104,135,153,100,0.05
108,139,157,100,0.05
108,139,160,100,0.05
105,137,158,100,0.05
112,144,169,100,0.05
106,140,165,100,0.05
101,135,162,100,0.05
98,132,159,100,0.05
97,132,160,100,0.05
97,132,160,100,0.05
97,134,163,100,0.05
97,132,160,100,0.05
99,133,158,100,0.05
96,128,151,100,0.05
93,125,148,100,0.05
90,122,145,100,0.05
82,114,137,100,0.05
70,102,125,100,0.05
61,93,116,100,0.05
58,90,113,100,0.05
53,85,108,100,0.05
57,89,112,100,0.05
62,94,117,100,0.05
66,98,121,100,0.05
70,102,125,100,0.05
77,109,132,100,0.05
85,117,140,100,0.05
90,122,145,100,0.05
97,129,154,100,0.05
99,131,156,100,0.05
100,132,157,100,0.05
96,128,153,100,0.05
92,124,149,100,0.05
91,123,148,100,0.05
