red,green,blue,cat,alpha
139,156,166,417,0.015
139,156,166,417,0.015
143,156,165,417,0.015
143,156,165,417,0.015
146,155,164,417,0.015
145,154,163,417,0.015
145,152,160,417,0.015
145,152,160,417,0.015
147,151,160,417,0.015
146,150,159,417,0.015
144,151,161,417,0.015
142,151,160,417,0.015
142,150,163,417,0.015
140,150,162,417,0.015
138,150,164,417,0.015
139,149,161,417,0.015
143,147,156,417,0.015
142,146,155,417,0.015
141,145,156,417,0.015
136,144,157,417,0.015
131,143,159,417,0.015
126,141,160,417,0.015
122,140,160,417,0.015
118,140,161,417,0.015
114,136,160,417,0.015
113,137,161,417,0.015
114,138,164,417,0.015
114,138,164,417,0.015
117,139,163,417,0.015
117,139,163,417,0.015
117,137,161,417,0.015
116,138,161,417,0.015
114,138,162,417,0.015
113,139,162,417,0.015
113,139,164,417,0.015
113,139,164,417,0.015
113,139,164,417,0.015
113,139,164,417,0.015
113,139,166,417,0.015
113,139,166,417,0.015
114,140,167,417,0.015
114,140,167,417,0.015
114,139,169,417,0.015
113,138,168,417,0.015
113,138,168,417,0.015
112,137,167,417,0.015
112,137,168,417,0.015
112,137,168,417,0.015
111,138,168,417,0.015
111,138,168,417,0.015
110,137,167,417,0.015
110,137,167,417,0.015
110,137,167,417,0.015
109,136,166,417,0.015
109,136,166,417,0.015
109,136,166,417,0.015
111,138,168,417,0.015
111,138,168,417,0.015
111,138,168,417,0.015
111,138,168,417,0.015
111,138,168,417,0.015
111,138,168,417,0.015
111,138,168,417,0.015
111,138,168,417,0.015
113,140,169,417,0.015
113,140,169,417,0.015
113,140,169,417,0.015
113,140,169,417,0.015
113,140,169,417,0.015
113,140,169,417,0.015
113,140,169,417,0.015
113,140,169,417,0.015
112,139,168,417,0.015
112,139,168,417,0.015
112,139,168,417,0.015
112,139,168,417,0.015
112,139,168,417,0.015
112,139,168,417,0.015
112,139,168,417,0.015
112,139,168,417,0.015
113,140,170,417,0.015
113,140,170,417,0.015
113,140,170,417,0.015
113,140,170,417,0.015
113,140,170,417,0.015
