cat,img,edge_score,contrast_score,brightness_score,saturation_score
118,20,6.4434051513671875,37.79108476713486,98.76646423339844,53.7818603515625
118,200,30.303314208984375,56.74162850418253,134.79916381835938,185.11231994628906
118,40,7.749114990234375,40.5999753773647,102.04721069335938,68.49320983886719
118,60,9.473434448242188,43.41304681347354,105.6044921875,87.30093383789062
118,80,12.112594604492188,46.64646661467426,109.59555053710938,107.07221984863281
118,94,14.3521728515625,48.800923440241704,112.57154846191406,123.94059753417969
118,99,15.286773681640625,49.48140419720154,113.65339660644531,129.6756134033203
119,0,54.0860595703125,26.88749575153365,97.66502380371094,19.471206665039062
119,100,39.85218811035156,41.37585365996526,135.5613250732422,34.385284423828125
119,101,39.73455810546875,41.56323258741782,135.93580627441406,34.48240661621094
119,106,39.14862060546875,42.47099207562232,137.54835510253906,35.15953063964844
119,120,37.721405029296875,44.763092678904634,140.8756103515625,37.04180908203125
119,140,36.5738525390625,47.29012226291402,143.03250122070312,39.4541015625
119,160,36.07951354980469,49.88459186936803,143.2311248779297,42.18890380859375
119,180,35.92527770996094,52.665470053672195,142.5307159423828,44.80084228515625
119,20,59.72001647949219,30.005482776341537,102.75239562988281,22.7900390625
119,200,36.351104736328125,55.243931612160864,142.00698852539062,46.39744567871094
119,40,58.090850830078125,32.26549819471883,109.31996154785156,26.422897338867188
119,60,51.44697570800781,34.51466158606323,117.52719116210938,29.64471435546875
119,80,44.1962890625,37.64194382518927,127.05186462402344,32.272125244140625
119,94,40.757415771484375,40.23982541945402,133.2841033935547,33.64692687988281
119,99,39.86322021484375,41.18675986099449,135.20318603515625,34.15740966796875
11,0,6.4509124755859375,30.9088261255231,73.83711242675781,7.21990966796875
11,100,23.15863037109375,53.98973663244021,101.74212646484375,68.40676879882812
11,101,23.377883911132812,54.09963627341674,101.85404968261719,69.65081787109375
11,106,24.555023193359375,54.56474282262727,102.25456237792969,75.34788513183594
11,120,27.384017944335938,55.421636849743486,102.66058349609375,91.13798522949219
11,140,29.770889282226562,56.11286656350409,102.94877624511719,114.16914367675781
11,160,29.152099609375,56.458723904569645,104.52384948730469,137.2007293701172
11,180,25.777694702148438,56.02926397501953,107.14533996582031,158.6407012939453
11,20,8.1104736328125,34.94997461350227,78.02719116210938,13.716384887695312
11,200,22.482254028320312,55.20853360250631,111.45620727539062,177.5102996826172
11,40,10.423141479492188,39.821144777862465,84.01173400878906,23.55047607421875
11,60,13.808929443359375,45.273091649428714,90.99407958984375,35.03570556640625
11,80,18.2960205078125,50.355113598094384,97.6650390625,49.75836181640625
11,94,21.818695068359375,53.16392856653904,100.9781494140625,62.51383972167969
11,99,22.93023681640625,53.85460180205411,101.66400146484375,67.36325073242188
121,0,17.392623901367188,36.986026628275354,74.28692626953125,85.41725158691406
121,100,37.482177734375,47.89490953605146,97.126953125,136.01846313476562
121,101,37.699188232421875,48.014692376132366,97.2672119140625,136.8346405029297
121,106,38.373077392578125,48.649570419655454,98.09251403808594,140.4346160888672
121,120,39.85255432128906,50.19408949439821,100.38798522949219,150.48892211914062
121,140,40.69483947753906,51.506406131977805,103.69935607910156,163.2559356689453
121,160,38.889556884765625,51.68183123383543,106.66639709472656,175.1780548095703
121,180,35.56402587890625,51.845047792744566,109.44831848144531,186.07151794433594
121,20,19.963470458984375,39.3113722881576,79.45172119140625,93.7679443359375
121,200,32.88606262207031,51.46810561479963,111.94966125488281,193.4237518310547
121,40,24.0225830078125,41.153940446732776,84.54946899414062,102.10568237304688
121,60,29.082870483398438,43.03809090512509,89.31327819824219,110.7451171875
121,80,33.731170654296875,45.280520573296464,93.5118408203125,121.64283752441406
121,94,36.42591857910156,47.07060479479967,96.10250854492188,131.4281005859375
121,99,37.29835510253906,47.75807372646246,96.92387390136719,135.2289276123047
125,0,32.48497009277344,22.1018827962059,112.76303100585938,39.9302978515625
125,100,67.23880004882812,41.415047363641655,132.7423095703125,109.15156555175781
125,101,67.36279296875,41.55043136124617,132.8978729248047,109.84931945800781
125,106,67.58889770507812,42.1901101497006,133.6387939453125,112.91629028320312
125,120,67.83380126953125,43.7171517243841,135.05474853515625,121.77488708496094
125,140,66.70991516113281,45.32671694814716,136.46697998046875,132.97262573242188
125,160,64.09605407714844,46.1920846562237,138.48455810546875,142.150146484375
125,180,61.162322998046875,47.00565812443313,141.59158325195312,148.8687286376953
125,20,41.19078063964844,25.896062899723017,115.67825317382812,50.66175842285156
125,200,57.79768371582031,48.89929788432567,144.4111328125,152.1443634033203
125,40,49.80039978027344,29.94164432944521,119.65182495117188,63.46417236328125
125,60,57.72660827636719,33.957098041553294,124.58784484863281,81.21305847167969
125,80,63.91581726074219,37.899610649274216,129.15597534179688,94.75408935546875
125,94,66.60617065429688,40.494939993840184,131.78924560546875,104.18559265136719
125,99,67.088134765625,41.24319609391048,132.60935974121094,108.40469360351562
127,0,13.158843994140625,19.158813413076977,96.50701904296875,58.82417297363281
127,100,23.754104614257812,27.75018647347373,130.6517791748047,126.79441833496094
127,101,23.7896728515625,27.808834493713153,131.03993225097656,127.41978454589844
127,106,23.78302001953125,28.08697259332148,132.94752502441406,130.75148010253906
127,120,23.8106689453125,28.825668483948903,138.60977172851562,139.3070068359375
127,140,24.037872314453125,29.873362953341406,147.40591430664062,149.45079040527344
127,160,24.098541259765625,30.87935515459506,156.0979766845703,157.8629608154297
127,180,23.90887451171875,31.881208491562436,163.30645751953125,165.13986206054688
127,20,17.881912231445312,21.051347532896067,103.21304321289062,69.21554565429688
127,200,23.417037963867188,32.46122962885339,168.32534790039062,171.58071899414062
127,40,22.566604614257812,23.184395161763252,110.01083374023438,82.04888916015625
127,60,23.777984619140625,25.020649592729985,116.53776550292969,96.60121154785156
127,80,23.780960083007812,26.50803766504474,123.40074157714844,112.1343994140625
127,94,23.643661499023438,27.408671488269697,128.4192657470703,122.54849243164062
127,99,23.745956420898438,27.698671889360433,130.28567504882812,126.05287170410156
12,0,5.518096923828125,27.44536937373279,79.1973876953125,21.240707397460938
12,100,15.94757080078125,58.44413330919531,113.84310913085938,67.9332275390625
12,101,15.962631225585938,58.58825257180078,114.22941589355469,68.41862487792969
12,106,16.351516723632812,59.23764126032923,115.987548828125,71.13186645507812
12,120,17.313705444335938,60.37657211901373,120.12339782714844,78.78123474121094
12,140,18.326614379882812,60.556422703513434,123.68051147460938,90.56999206542969
12,160,19.272674560546875,59.44122199658502,124.11909484863281,102.56968688964844
12,180,19.41729736328125,58.39591415445297,122.13589477539062,113.0469970703125
12,20,7.4097900390625,33.626737368690755,83.7276611328125,27.700881958007812
12,200,18.107330322265625,55.08177885874419,119.00169372558594,120.09226989746094
12,40,9.595428466796875,40.71214925871213,89.68782043457031,36.6881103515625
12,60,11.869064331054688,48.18333748572005,97.15617370605469,47.3489990234375
12,80,14.014389038085938,54.28102163622823,105.63569641113281,57.45338439941406
12,94,15.367294311523438,57.4538121203414,111.53211975097656,64.93099975585938
12,99,15.882675170898438,58.28289747770022,113.48223876953125,67.34393310546875
130,0,14.30377197265625,29.451095351877218,58.56956481933594,40.534759521484375
130,100,24.750457763671875,42.33643460364393,63.57447814941406,92.12086486816406
130,101,24.8204345703125,42.42200170430208,63.741729736328125,92.34761047363281
130,106,25.590179443359375,42.77331243208233,64.76754760742188,93.49244689941406
130,120,27.936874389648438,43.64983494124411,68.27775573730469,94.898681640625
130,140,30.718948364257812,44.1537749138982,74.24937438964844,94.77325439453125
130,160,32.62028503417969,43.817983139833935,81.0216064453125,91.03854370117188
130,180,34.081146240234375,42.8790797693637,88.70431518554688,86.55758666992188
130,20,15.819656372070312,32.120466973330316,57.78108215332031,51.64665222167969
130,200,35.18989562988281,41.85720387592169,96.30021667480469,83.16146850585938
130,40,17.760894775390625,35.093947195906544,57.885650634765625,64.154541015625
130,60,19.940902709960938,38.086017096653315,58.81455993652344,73.80697631835938
130,80,22.131439208984375,40.55276915536465,60.65919494628906,83.67730712890625
130,94,23.88873291015625,41.8527543109817,62.55242919921875,89.8287353515625
130,99,24.610809326171875,42.24334237339312,63.376495361328125,91.72097778320312
136,0,26.053955078125,35.24550998835613,111.04222106933594,29.876312255859375
136,100,37.92195129394531,53.86139770856117,136.02635192871094,72.68751525878906
136,101,37.77415466308594,53.975211371791204,136.26651000976562,73.44610595703125
136,106,37.48652648925781,54.549617206506845,137.55091857910156,77.49098205566406
136,120,36.8658447265625,55.76881200612072,141.29580688476562,88.02177429199219
136,140,35.83833312988281,56.128812243669074,147.11459350585938,101.31283569335938
136,160,35.46336364746094,55.9007695422694,152.4774169921875,112.39607238769531
136,180,35.23823547363281,55.188832747241,158.06622314453125,121.93035888671875
136,20,32.3060302734375,39.266906744103956,116.27713012695312,33.57533264160156
136,200,34.96693420410156,54.46312844267427,164.00103759765625,130.6162109375
136,40,36.75634765625,43.338501406285275,121.30119323730469,39.31794738769531
136,60,38.712127685546875,47.37742020245235,126.10469055175781,47.463592529296875
136,80,38.73077392578125,50.93893585839774,131.03436279296875,58.700836181640625
136,94,38.309478759765625,53.06406351476516,134.50491333007812,68.26011657714844
136,99,38.02439880371094,53.75545595256419,135.7575225830078,72.05546569824219
137,0,7.6979522705078125,37.60441658064019,95.73789978027344,32.46124267578125
137,100,25.033355712890625,59.681878066865906,128.69703674316406,52.840484619140625
137,101,25.280014038085938,59.74063129687136,129.18478393554688,53.146728515625
137,106,26.142898559570312,59.86504876259118,131.7350311279297,53.56005859375
137,120,28.525375366210938,59.79923899873515,138.70489501953125,55.96209716796875
137,140,32.0369873046875,58.81328412776263,147.2110595703125,58.64839172363281
137,160,34.793609619140625,57.448823309222284,152.9004364013672,61.08631896972656
137,180,36.44743347167969,55.78754941741015,154.33761596679688,66.28346252441406
137,20,9.965499877929688,42.97198916674836,98.49777221679688,39.29005432128906
137,200,36.96723937988281,53.63743172060338,152.57876586914062,73.80076599121094
137,40,13.144515991210938,48.732621293255505,103.37068176269531,44.57780456542969
137,60,16.880294799804688,54.0781490095154,110.32839965820312,47.68867492675781
137,80,21.191009521484375,57.97275108451481,118.93505859375,49.88108825683594
137,94,24.030990600585938,59.39965585806003,125.660888671875,52.274078369140625
137,99,24.86553955078125,59.64006648176407,128.1708526611328,52.849029541015625
138,0,18.038650512695312,15.700556971856942,116.89329528808594,46.43084716796875
138,100,44.06141662597656,29.819563381534945,142.95848083496094,123.96209716796875
138,101,44.00901794433594,29.894515061832053,143.2474365234375,124.49140930175781
138,106,43.77183532714844,30.226557118230826,144.67457580566406,127.27088928222656
138,120,42.33418273925781,30.857652678895043,148.498046875,133.9585723876953
138,140,40.028533935546875,31.46937946052693,153.51333618164062,141.80445861816406
138,160,38.23046875,31.981458652169238,157.91932678222656,148.36737060546875
138,180,37.1507568359375,32.62019610970001,161.90487670898438,153.13038635253906
138,20,24.388275146484375,18.365662895784464,119.84794616699219,60.372955322265625
138,200,36.489898681640625,33.23694095115176,165.1808319091797,157.0961456298828
138,40,32.11860656738281,21.6696251778783,124.05174255371094,78.31407165527344
138,60,39.11738586425781,25.081803748333726,130.19659423828125,95.35447692871094
138,80,43.52313232421875,27.977641814735346,136.85980224609375,111.24710083007812
138,94,44.30755615234375,29.398991948233398,141.19708251953125,120.61862182617188
138,99,44.094329833984375,29.76448593168739,142.66737365722656,123.43057250976562
145,0,5.6039581298828125,28.66725458950295,99.15927124023438,41.19200134277344
145,100,11.985733032226562,47.72039605969572,144.99755859375,102.10145568847656
145,101,12.022384643554688,47.86456327496739,145.3896484375,103.48924255371094
145,106,12.50341796875,48.570130199057964,147.18038940429688,109.4251708984375
145,120,13.396530151367188,50.222133759178234,151.46963500976562,124.1280517578125
145,140,15.090911865234375,51.02855379395077,154.08982849121094,145.02096557617188
145,160,16.4945068359375,50.14334415278706,153.21090698242188,168.94891357421875
145,180,17.811752319335938,50.33405460645102,154.2344207763672,177.50411987304688
145,20,6.5630950927734375,32.35196585655005,108.00630187988281,46.371978759765625
145,200,19.305831909179688,50.23821722393679,154.66749572753906,180.45883178710938
145,40,7.9967803955078125,36.23970505816585,117.31669616699219,55.25044250488281
145,60,9.4093017578125,39.967168875131165,126.50392150878906,66.87716674804688
145,80,10.684478759765625,44.00290094845086,136.217041015625,78.18098449707031
145,94,11.583206176757812,46.71060436122237,142.59754943847656,94.41444396972656
145,99,11.889846801757812,47.54405780819867,144.60671997070312,100.53094482421875
147,0,5.3562774658203125,9.881215092309889,69.09959411621094,167.1815948486328
147,100,31.2747802734375,22.278438690370013,91.54345703125,183.3950653076172
147,101,31.73736572265625,22.42849137015662,91.84451293945312,183.41221618652344
147,106,34.53492736816406,23.233527061151378,93.27302551269531,183.67605590820312
147,120,41.48048400878906,25.21611369208473,96.77287292480469,183.99160766601562
147,140,48.68830871582031,27.461758502313117,100.38069152832031,183.24815368652344
147,160,53.42552185058594,29.439259007533224,103.49653625488281,182.09356689453125
147,180,55.48475646972656,31.193013298861562,106.11801147460938,180.89955139160156
147,20,6.5812530517578125,11.027283813946338,71.63035583496094,174.30287170410156
147,200,55.37190246582031,32.41272488377348,108.17857360839844,180.05935668945312
147,40,9.059066772460938,12.7674905161294,75.08833312988281,179.96726989746094
147,60,13.430557250976562,15.364866820126371,79.65943908691406,183.0750274658203
147,80,20.803543090820312,18.756643700732983,85.47250366210938,183.34722900390625
147,94,27.933547973632812,21.249946699569758,89.76911926269531,183.1714324951172
147,99,30.709396362304688,22.103477485699802,91.25337219238281,183.4468231201172
148,0,6.2824249267578125,14.84696403441393,69.748779296875,66.78703308105469
148,100,30.60418701171875,29.68151368952474,86.88096618652344,90.58547973632812
148,101,30.929122924804688,29.814213269603037,87.13287353515625,91.11497497558594
148,106,32.73504638671875,30.483834669631907,88.23799133300781,93.29130554199219
148,120,37.474853515625,32.17283353400858,91.20021057128906,101.42491149902344
148,140,43.005859375,34.50225092394341,95.30787658691406,112.0517578125
148,160,46.62458801269531,36.71550274082286,99.27876281738281,120.20082092285156
148,180,48.09669494628906,38.21978307306193,102.73420715332031,129.60079956054688
148,20,8.435272216796875,16.604246566612147,71.26203918457031,69.281982421875
148,200,48.44618225097656,39.086303637784596,105.76280212402344,136.67654418945312
148,40,11.820343017578125,19.791134496051342,73.86705017089844,71.00820922851562
148,60,16.718521118164062,23.364187005906352,77.78532409667969,74.2427978515625
148,80,23.008895874023438,26.778366118594466,82.30125427246094,81.84329223632812
148,94,28.394134521484375,28.883761262140304,85.51998901367188,88.06600952148438
148,99,30.265960693359375,29.560810722988126,86.66853332519531,90.19471740722656
14,0,21.565444946289062,29.180948035383135,86.10574340820312,61.347564697265625
14,100,35.07368469238281,46.35374921687529,118.2818603515625,138.97250366210938
14,101,34.954559326171875,46.470699962428995,118.60238647460938,139.64915466308594
14,106,34.17366027832031,47.00234523159254,120.25411987304688,142.99136352539062
14,120,32.632232666015625,48.07390478173118,124.88383483886719,153.20327758789062
14,140,32.04246520996094,48.90202183241696,131.4143829345703,166.2779998779297
14,160,32.61323547363281,48.902603547076204,137.4126739501953,175.4299774169922
14,180,34.09098815917969,48.69114423186468,142.3950958251953,180.55352783203125
14,20,26.176666259765625,32.20743241357761,91.45191955566406,77.83021545410156
14,200,36.61601257324219,48.63664299062077,147.30174255371094,182.283447265625
14,40,31.282455444335938,36.03706009169712,97.73858642578125,94.54681396484375
14,60,35.4136962890625,40.222767754801964,104.71920776367188,111.43814086914062
14,80,37.138275146484375,43.764927547651816,111.65432739257812,126.03054809570312
14,94,35.83909606933594,45.64906723281346,116.32167053222656,134.83140563964844
14,99,35.221038818359375,46.24977743506645,117.94918823242188,138.11441040039062
150,0,6.365753173828125,28.022376583575284,126.75341796875,5.8433074951171875
150,100,33.80043029785156,50.18366048688978,145.80101013183594,38.82307434082031
150,101,34.19709777832031,50.51906456663702,145.9658966064453,39.21510314941406
150,106,36.45359802246094,52.07339201589909,146.7552490234375,41.82289123535156
150,120,41.54615783691406,56.01145258828485,147.9992218017578,49.12542724609375
150,140,47.10063171386719,60.01975763230243,147.58787536621094,61.22283935546875
150,160,49.46427917480469,62.522187100258726,144.95545959472656,73.91070556640625
150,180,50.627105712890625,63.71586334039383,140.87908935546875,88.72508239746094
150,20,8.153289794921875,30.57137885915975,130.1861572265625,9.406356811523438
150,200,50.27191162109375,63.67476477430204,136.27456665039062,103.22515869140625
150,40,11.420806884765625,33.729632540709865,133.53448486328125,14.514541625976562
150,60,16.986923217773438,38.08095543382928,137.381591796875,21.408782958984375
150,80,24.950393676757812,43.83580937007091,141.72508239746094,29.607681274414062
150,94,31.374359130859375,48.301543672390395,144.67918395996094,35.7945556640625
150,99,33.395477294921875,49.87981374869954,145.62026977539062,38.39930725097656
15,0,26.83245849609375,31.400401310067817,95.96760559082031,40.02665710449219
15,100,37.78485107421875,45.93494244159375,133.8465118408203,87.58908081054688
15,101,37.862274169921875,45.97646601005645,134.23028564453125,88.19154357910156
15,106,37.949432373046875,46.11545204308325,136.0117645263672,91.5562744140625
15,120,38.49357604980469,46.184751416244644,140.96438598632812,100.66604614257812
15,140,38.88941955566406,45.60908835167399,147.63742065429688,115.32647705078125
15,160,38.756988525390625,44.63585961422317,153.3369903564453,130.37841796875
15,180,38.559112548828125,43.80036629487905,158.20567321777344,142.83035278320312
15,20,30.701873779296875,35.50604735814194,101.7088623046875,47.96946716308594
15,200,38.528778076171875,43.18477534984545,162.00363159179688,152.7145538330078
15,40,34.15966796875,39.64638774700866,109.46977233886719,57.07164001464844
15,60,36.003875732421875,42.730008338728815,117.97479248046875,66.25213623046875
15,80,36.96952819824219,44.7474664662556,126.08146667480469,76.20301818847656
15,94,37.644866943359375,45.67425127964064,131.59683227539062,84.24955749511719
15,99,37.86170959472656,45.92252722008612,133.49819946289062,87.09828186035156
161,0,5.9274139404296875,43.94015207394768,100.82269287109375,46.52984619140625
161,100,13.72613525390625,65.90242721987337,119.78964233398438,88.88169860839844
161,101,13.850997924804688,66.1315329806388,119.98593139648438,89.54124450683594
161,106,14.373367309570312,67.25984433628759,120.94575500488281,92.15171813964844
161,120,15.834747314453125,70.09594480550906,123.74191284179688,98.47013854980469
161,140,17.691253662109375,73.16233176288704,126.5567626953125,111.16604614257812
161,160,19.109939575195312,75.55501901193574,127.56663513183594,115.26689147949219
161,180,20.429794311523438,78.05188751412624,128.68592834472656,110.32987976074219
161,20,6.709808349609375,48.324490503323034,104.942626953125,52.19366455078125
161,200,23.911056518554688,78.04250744569173,131.7791748046875,99.48783874511719
161,40,8.072784423828125,52.73080831241962,108.86839294433594,60.79078674316406
161,60,9.87109375,56.82052130636328,112.24537658691406,70.639892578125
161,80,11.622421264648438,61.31030102499218,115.88581848144531,79.38720703125
