"cat","img","edge_score","contrast_score","brightness_score","saturation_score","visual_complexity","symmetry","colorfulness"
108,101,37.0628204345703,36.5633839331477,121.47297668457,70.2368621826172,1010,96.2376237623762,22.3065853210868
108,106,37.7973480224609,36.7059078828867,121.326370239258,71.7850799560547,1011,96.2376237623762,22.7769700417147
108,120,39.8032836914062,36.95728056831,120.737777709961,76.5123596191406,1012,97.2332015810277,24.2143702900346
108,140,41.9062042236328,37.1669753619157,119.41618347168,83.4221649169922,1014,97.4358974358974,26.3754353704672
108,160,43.0948181152344,37.7720271691331,117.645660400391,89.2489624023438,1018,98.2318271119843,28.5641677161791
108,180,43.0035400390625,38.8403419893015,115.427703857422,94.6225891113281,1016,98.0314960629921,30.3155693416948
108,20,25.7012634277344,32.0218565124613,121.544509887695,47.1450958251953,950,87.1308016877637,16.1516536877839
108,200,43.0486907958984,40.0169238049426,113.241485595703,99.166015625,1017,98.3284169124877,31.4931710878103
108,40,28.1163330078125,33.5525240002446,121.718643188477,52.0754089355469,989,92.618806875632,17.2382997221297
108,60,30.8230743408203,34.8165597155489,121.837448120117,57.3708648681641,1003,94.9152542372881,18.8555558515429
108,80,33.8274383544922,35.759027448445,121.786773681641,63.508544921875,1006,95.1243781094527,20.5391819856419
108,94,35.935791015625,36.3409875846245,121.607025146484,67.8192443847656,1010,96.2376237623762,21.7815797806019
108,99,36.6899871826172,36.5025168670827,121.530899047852,69.5537414550781,1009,96.2376237623762,22.1123496064126
111,0,1.43623352050781,6.35170223337806,32.6506652832031,10.3308563232422,1,100,8.0646009249888
111,100,3.51922607421875,15.0031286548031,25.0786285400391,116.786804199219,159,0,27.119077078024
111,101,3.48207092285156,15.0923663814054,25.0016632080078,117.775741577148,162,0,27.2697418017083
111,106,3.40531921386719,15.5245346641208,24.5848236083984,123.966186523438,161,0,28.1695323026666
111,120,3.27032470703125,16.6385390234337,23.5892028808594,146.762252807617,165,0,30.4364900891924
111,140,3.21102905273438,18.2561348997499,22.4499053955078,167.857727050781,169,0,33.709722844007
111,160,3.21769714355469,19.9287134796655,21.7440795898438,193.366333007812,168,0,37.2017091033285
111,180,3.28274536132812,21.6228873093907,21.4014892578125,206.100784301758,171,0,40.874223439689
111,20,1.64427185058594,8.10107701257668,31.5529174804688,17.5398559570312,1,100,12.787755403787
111,200,3.44485473632812,23.4393112333868,21.4007415771484,222.948501586914,172,0,44.8651315967156
111,40,1.96006774902344,9.73794306777966,29.7388458251953,33.5378875732422,1,0,16.4579225260793
111,60,2.80082702636719,11.6615115904266,28.0845489501953,63.8641357421875,142,0,20.4686404094779
111,80,3.38406372070312,13.3474963671533,26.6752471923828,88.8102569580078,155,0,23.9689259481331
111,94,3.53900146484375,14.5110657473157,25.5443725585938,110.4951171875,159,0,26.1360152260877
111,99,3.50282287597656,14.9453966319763,25.1508941650391,116.033798217773,160,0,27.0288340334392
112,0,4.97482299804688,17.8502565653311,92.333740234375,67.5216979980469,150,1.34228187919463,10.9313791271074
112,100,16.4649658203125,33.5499601656587,143.776702880859,240.539215087891,582,35.3951890034364,93.9507837657234
112,101,16.2507171630859,33.5789616375374,144.289794921875,241.1416015625,578,36.7417677642981,94.7531975407846
112,106,14.9717864990234,33.8095001072217,146.910705566406,243.25422668457,573,36.5853658536585,98.3502549424981
112,120,11.9491119384766,34.3124581970841,153.482528686523,246.932464599609,594,41.6243654822335,106.695876288604
112,140,10.6872100830078,36.6067257043419,161.419937133789,248.588577270508,686,52.2627737226277,117.677202680366
112,160,10.7431488037109,42.429117308457,164.518737792969,247.931900024414,825,65.5339805825243,132.372359159309
112,180,11.5301971435547,48.6044890729162,161.655578613281,247.274719238281,925,82.6321467098166,145.313260634937
112,20,7.05232238769531,21.7864616576255,99.7332458496094,101.44970703125,215,0,20.2414481420628
112,200,13.4789123535156,54.7653789251637,159.586502075195,244.734252929688,944,81.615302869288,152.08461569729
112,40,11.0805358886719,26.3371086209206,108.817184448242,145.817367553711,291,6.84931506849315,34.010624074463
112,60,17.1013946533203,30.5222696981776,119.645950317383,191.563278198242,472,16.5605095541401,53.7523769337151
112,80,19.8505249023438,32.8457739124164,132.287872314453,223.396606445312,630,43.4920634920635,75.5761433466843
112,94,17.9306182861328,33.3293705000556,140.449508666992,236.755447387695,594,38.655462184874,89.0844594384459
112,99,16.8175811767578,33.5203372145672,143.228973388672,239.975250244141,579,35.5785837651123,93.2361521902522
113,0,16.1183929443359,27.5394577042946,71.8929901123047,54.5039367675781,910,81.7180616740088,11.4738984437445
113,100,23.2025299072266,47.0999758462309,80.0597991943359,87.7447052001953,996,94.7791164658634,28.4030068178668
113,101,23.1836547851562,47.3572070872396,80.4961242675781,87.9945678710938,996,94.7791164658634,28.4137440425503
113,106,23.1885986328125,48.6139793942798,82.7502593994141,88.8481597900391,991,93.4541792547835,28.7997500715824
113,120,22.8541564941406,51.7778656365538,88.5377044677734,93.6508026123047,994,92.9577464788732,30.4615698189962
113,140,22.6092529296875,55.4544861645048,96.6710052490234,103.892486572266,999,94.8,35.3917565309965
113,160,22.3013763427734,57.5614940500414,104.81901550293,114.075637817383,1001,94,42.604832032883
113,180,22.5690460205078,58.6610200098278,112.557907104492,120.997604370117,995,93.2663316582915,48.8804899870664
113,20,17.9537048339844,29.4255746621238,68.727294921875,63.7245330810547,938,84.0981856990395,13.5155813877423
113,200,23.4632568359375,60.0070585459695,119.748962402344,128.122665405273,984,90.224032586558,54.0177219356109
113,40,19.8632354736328,32.4561205541184,66.9796142578125,70.0130615234375,956,87.3298429319372,16.9385675717784
113,60,21.7286987304688,36.3730615249533,67.5198822021484,75.2264709472656,986,91.7766497461929,21.2305927096407
113,80,22.9399261474609,41.4245945829761,72.0192260742188,82.2669677734375,991,93.8446014127144,25.4295408499633
113,94,23.207763671875,45.4522416694906,77.4389190673828,86.6039123535156,994,94.070351758794,27.6506181131802
113,99,23.2550201416016,46.8235252415032,79.6244659423828,87.4721527099609,996,94.070351758794,28.2258523652783
118,0,5.61021423339844,34.8883508935088,95.7510223388672,38.7068328857422,277,43.1654676258993,14.6957453938063
118,100,15.4875183105469,49.620106482232,113.8583984375,131.229232788086,465,72.6881720430108,42.172347941966
118,101,15.6692352294922,49.7520364649668,114.061798095703,132.20654296875,464,73.2334047109208,42.6371506940985
118,106,16.7411804199219,50.4662526371149,115.151275634766,137.366653442383,481,70.8333333333333,45.3379262947577
118,120,19.3812713623047,52.2634355796377,118.243896484375,150.507034301758,574,71.2280701754386,53.9699239065926
118,140,23.0039825439453,54.9382396203765,123.437240600586,164.141983032227,654,73.5384615384615,66.857146210674
118,160,25.7303466796875,57.3069615385947,128.065628051758,173.56413269043,699,81.6618911174785,77.9977811174547
118,180,28.1482238769531,57.7134388653397,131.620559692383,180.097457885742,712,85.5133614627286,84.8183533643883
118,20,6.44340515136719,37.7910847671349,98.7664642333984,53.7818603515625,298,50.8361204013378,18.5868390084197
118,200,30.3033142089844,56.7416285041825,134.799163818359,185.112319946289,721,87.5,88.6201216541297
118,40,7.74911499023438,40.5999753773647,102.047210693359,68.4932098388672,365,48.9010989010989,22.6017645382381
118,60,9.47343444824219,43.4130468134735,105.6044921875,87.3009338378906,395,56.4885496183206,28.3247440652363
118,80,12.1125946044922,46.6464666146743,109.595550537109,107.072219848633,421,64.7619047619048,33.7896911833194
118,94,14.3521728515625,48.8009234402417,112.571548461914,123.94059753418,452,70.0665188470066,39.1995066586572
118,99,15.2867736816406,49.4814041972015,113.653396606445,129.67561340332,465,71.2742980561555,41.588545624814
119,0,54.0860595703125,26.8874957515336,97.6650238037109,19.4712066650391,1024,100,6.95136560551783
119,100,39.8521881103516,41.3758536599653,135.561325073242,34.3852844238281,949,87.4604847207587,22.843049450361
119,101,39.7345581054688,41.5632325874178,135.935806274414,34.4824066162109,947,86.8004223864836,22.9430431592114
119,106,39.1486206054688,42.4709920756223,137.548355102539,35.1595306396484,948,86.7088607594937,23.7727227886098
119,120,37.7214050292969,44.7630926789046,140.875610351562,37.0418090820312,950,87.2497365648051,25.8385628138718
119,140,36.5738525390625,47.290122262914,143.032501220703,39.4541015625,962,88.8888888888889,28.0506128324174
119,160,36.0795135498047,49.884591869368,143.23112487793,42.1889038085938,977,91.2998976458547,29.9841084813073
119,180,35.9252777099609,52.6654700536722,142.530715942383,44.8008422851562,988,93.5222672064777,31.7397383013786
119,20,59.7200164794922,30.0054827763415,102.752395629883,22.7900390625,1024,100,8.91964271847534
119,200,36.3511047363281,55.2439316121609,142.006988525391,46.3974456787109,991,94.1649899396378,33.5473267624654
119,40,58.0908508300781,32.2654981947188,109.319961547852,26.4228973388672,1024,100,11.6050431643045
119,60,51.4469757080078,34.5146615860632,117.527191162109,29.6447143554688,1016,98.0314960629921,15.3607311411007
119,80,44.1962890625,37.6419438251893,127.051864624023,32.2721252441406,967,90.382626680455,19.4107160662259
119,94,40.7574157714844,40.239825419454,133.284103393555,33.6469268798828,952,88.7486855941115,21.7451871060493
119,99,39.8632202148438,41.1867598609945,135.203186035156,34.1574096679688,950,88.117770767613,22.63240770301
11,0,6.45091247558594,30.9088261255231,73.8371124267578,7.21990966796875,470,31.9148936170213,15.9059196583863
11,100,23.1586303710938,53.9897366324402,101.742126464844,68.4067687988281,898,77.1968854282536,39.0013164965509
11,101,23.3778839111328,54.0996362734167,101.854049682617,69.6508178710938,898,77.1111111111111,39.4324104909508
11,106,24.5550231933594,54.5647428226273,102.25456237793,75.3478851318359,908,78.2800441014333,41.3834069590506
11,120,27.3840179443359,55.4216368497435,102.660583496094,91.1379852294922,934,82.2269807280514,46.921911834641
11,140,29.7708892822266,56.1128665635041,102.948776245117,114.169143676758,965,87.8099173553719,54.8812414839262
11,160,29.152099609375,56.4587239045696,104.523849487305,137.200729370117,985,91.0569105691057,63.9161455833644
11,180,25.7776947021484,56.0292639750195,107.14533996582,158.640701293945,993,91.9191919191919,72.9460378142022
11,20,8.1104736328125,34.9499746135023,78.0271911621094,13.7163848876953,580,35.7388316151203,19.0166714919138
11,200,22.4822540283203,55.2085336025063,111.456207275391,177.510299682617,995,92.5553319919517,79.7541223749473
11,40,10.4231414794922,39.8211447778625,84.0117340087891,23.5504760742188,643,43.6817472698908,22.2428666220403
11,60,13.8089294433594,45.2730916494287,90.9940795898438,35.0357055664062,748,57.5233022636485,26.0682382760648
11,80,18.2960205078125,50.3551135980944,97.6650390625,49.7583618164062,818,65.1162790697674,31.6583646304793
11,94,21.8186950683594,53.163928566539,100.978149414062,62.5138397216797,876,76.7123287671233,36.5887980394574
11,99,22.9302368164062,53.8546018020541,101.664001464844,67.3632507324219,894,77.0089285714286,38.572633737006
121,0,17.3926239013672,36.9860266282754,74.2869262695312,85.4172515869141,811,79.6547472256474,33.9624793715323
121,100,37.482177734375,47.8949095360515,97.126953125,136.018463134766,930,90.1075268817204,69.8734775609385
121,101,37.6991882324219,48.0146923761324,97.2672119140625,136.83464050293,930,90.1075268817204,70.3640152448222
121,106,38.3730773925781,48.6495704196555,98.0925140380859,140.434616088867,931,89.247311827957,72.3734694115393
121,120,39.8525543212891,50.1940894943982,100.387985229492,150.488922119141,929,88.7931034482759,78.3615974239918
121,140,40.6948394775391,51.5064061319778,103.699356079102,163.255935668945,918,87.3638344226579,87.1279921513471
121,160,38.8895568847656,51.6818312338354,106.666397094727,175.17805480957,949,90.1052631578947,95.6202825138896
121,180,35.5640258789062,51.8450477927446,109.448318481445,186.071517944336,952,89.8216159496327,101.279934431355
121,20,19.9634704589844,39.3113722881576,79.4517211914062,93.7679443359375,835,79.9519807923169,40.5649525006093
121,200,32.8860626220703,51.4681056147996,111.949661254883,193.423751831055,976,92.4180327868852,103.93651377747
121,40,24.0225830078125,41.1539404467328,84.5494689941406,102.105682373047,866,82.6789838337182,47.2261451986585
121,60,29.0828704833984,43.0380909051251,89.3132781982422,110.7451171875,899,86.5406006674082,54.0957954396297
121,80,33.7311706542969,45.2805205732965,93.5118408203125,121.642837524414,912,88.1578947368421,61.9319136786034
121,94,36.4259185791016,47.0706047947997,96.1025085449219,131.428100585938,921,89.7074756229686,67.5830640153061
121,99,37.2983551025391,47.7580737264625,96.9238739013672,135.228927612305,930,90.1075268817204,69.5090180630661
125,0,32.4849700927734,22.1018827962059,112.763031005859,39.9302978515625,1003,95.3140578265204,8.89581547994535
125,100,67.2388000488281,41.4150473636417,132.742309570312,109.151565551758,1014,97.5320829220138,33.3908463907861
125,101,67.36279296875,41.5504313612462,132.897872924805,109.849319458008,1014,97.5320829220138,33.7754717384545
125,106,67.5888977050781,42.1901101497006,133.638793945312,112.916290283203,1014,97.5320829220138,35.3009012291569
125,120,67.8338012695312,43.7171517243841,135.054748535156,121.774887084961,1015,97.8303747534517,39.8324407327153
125,140,66.7099151611328,45.3267169481472,136.466979980469,132.972625732422,1016,98.4251968503937,46.9091662558187
125,160,64.0960540771484,46.1920846562237,138.484558105469,142.150146484375,1018,98.6247544204322,53.0666814324386
125,180,61.1623229980469,47.0056581244331,141.591583251953,148.868728637695,1015,97.4358974358974,57.8559469584847
125,20,41.1907806396484,25.896062899723,115.678253173828,50.6617584228516,1021,98.8235294117647,11.4632922981802
125,200,57.7976837158203,48.8992978843257,144.4111328125,152.14436340332,1013,97.137216189536,61.2884711278894
125,40,49.8003997802734,29.9416443294452,119.651824951172,63.4641723632812,1020,99.2156862745098,14.6780123539816
125,60,57.7266082763672,33.9570980415533,124.587844848633,81.2130584716797,1019,98.9205103042198,20.9613889033962
125,80,63.9158172607422,37.8996106492742,129.155975341797,94.7540893554688,1016,97.8303747534517,26.3415091023781
125,94,66.6061706542969,40.4949399938402,131.789245605469,104.185592651367,1014,97.5320829220138,30.8285993432852
125,99,67.088134765625,41.2431960939105,132.609359741211,108.404693603516,1014,97.5320829220138,33.0760084477016
127,0,13.1588439941406,19.158813413077,96.5070190429688,58.8241729736328,246,51.8218623481781,14.9190111459702
127,100,23.7541046142578,27.7501864734737,130.651779174805,126.794418334961,710,69.1983122362869,41.9783408823329
127,101,23.7896728515625,27.8088344937132,131.039932250977,127.419784545898,717,69.4677871148459,42.2515909183752
127,106,23.7830200195312,28.0869725933215,132.947525024414,130.751480102539,714,70.7865168539326,44.0975700282567
127,120,23.8106689453125,28.8256684839489,138.609771728516,139.307006835938,725,69.432918395574,48.8858028788595
127,140,24.0378723144531,29.8733629533414,147.405914306641,149.450790405273,728,69.4938440492476,55.759059035611
127,160,24.0985412597656,30.8793551545951,156.09797668457,157.86296081543,681,72.1407624633431,62.2918809482421
127,180,23.9088745117188,31.8812084915624,163.306457519531,165.139862060547,641,73.0407523510972,68.1473982549622
127,20,17.8819122314453,21.0513475328961,103.213043212891,69.2155456542969,440,52.8473804100228,18.9066098479734
127,200,23.4170379638672,32.4612296288534,168.325347900391,171.580718994141,603,76.9485903814262,72.9803966265277
127,40,22.5666046142578,23.1843951617633,110.010833740234,82.0488891601562,637,65.9305993690852,23.6259990486052
127,60,23.7779846191406,25.02064959273,116.53776550293,96.6012115478516,697,72.5714285714286,29.1984963807143
127,80,23.7809600830078,26.5080376650447,123.400741577148,112.134399414062,708,69.9576868829337,35.2912388852862
127,94,23.6436614990234,27.4086714882697,128.41926574707,122.548492431641,712,70.7865168539326,39.8703549222987
127,99,23.7459564208984,27.6986718893604,130.285675048828,126.052871704102,712,70.9677419354839,41.6748529172362
12,0,5.51809692382812,27.4453693737328,79.1973876953125,21.2407073974609,290,15.916955017301,8.07450931420379
12,100,15.9475708007812,58.4441333091953,113.843109130859,67.9332275390625,555,50.4504504504504,35.1265939281102
12,101,15.9626312255859,58.5882525718008,114.229415893555,68.4186248779297,566,49.645390070922,35.5822758578988
12,106,16.3515167236328,59.2376412603292,115.987548828125,71.1318664550781,569,49.8245614035088,37.8580185824149
12,120,17.3137054443359,60.3765721190137,120.123397827148,78.7812347412109,597,48.5762144053601,43.7636222830139
12,140,18.3266143798828,60.5564227035134,123.680511474609,90.5699920654297,634,51.0236220472441,52.0210842200035
12,160,19.2726745605469,59.441221996585,124.119094848633,102.569686889648,684,56.7685589519651,58.7070585285626
12,180,19.4172973632812,58.395914154453,122.135894775391,113.046997070312,713,60.6232294617564,62.7932155525505
12,20,7.4097900390625,33.6267373686908,83.7276611328125,27.7008819580078,381,26.984126984127,10.3478548345862
12,200,18.1073303222656,55.0817788587442,119.001693725586,120.092269897461,707,60.3399433427762,62.7530622835142
12,40,9.59542846679688,40.7121492587121,89.6878204345703,36.6881103515625,428,33.1002331002331,14.2238692814029
12,60,11.8690643310547,48.1833374857201,97.1561737060547,47.3489990234375,469,37.7118644067797,19.2387217670346
12,80,14.0143890380859,54.2810216362282,105.635696411133,57.4533843994141,518,46.4761904761905,26.0696299446479
12,94,15.3672943115234,57.4538121203414,111.532119750977,64.9309997558594,543,47.7777777777778,32.4955787385799
12,99,15.8826751708984,58.2828974777002,113.482238769531,67.3439331054688,554,49.9095840867993,34.6897891268248
130,0,14.3037719726562,29.4510953518772,58.5695648193359,40.5347595214844,337,24.4776119402985,18.507841920835
130,100,24.7504577636719,42.3364346036439,63.5744781494141,92.1208648681641,646,59.8449612403101,33.0517592326985
130,101,24.8204345703125,42.4220017043021,63.7417297363281,92.3476104736328,646,59.4090202177294,33.2275124469095
130,106,25.5901794433594,42.7733124320823,64.7675476074219,93.4924468994141,667,62.5377643504532,34.0389533507939
130,120,27.9368743896484,43.6498349412441,68.2777557373047,94.898681640625,715,67.4125874125874,36.3775391727315
130,140,30.7189483642578,44.1537749138982,74.2493743896484,94.7732543945312,744,78.9261744966443,40.1227237481447
130,160,32.6202850341797,43.8179831398339,81.0216064453125,91.0385437011719,809,81.3810110974106,43.7018706201594
130,180,34.0811462402344,42.8790797693637,88.7043151855469,86.5575866699219,862,84.6867749419954,47.3507532762544
130,20,15.8196563720703,32.1204669733303,57.7810821533203,51.6466522216797,382,30.0791556728232,20.632520972715
130,200,35.1898956298828,41.8572038759217,96.3002166748047,83.1614685058594,881,86.5909090909091,50.6829980977393
130,40,17.7608947753906,35.0939471959065,57.8856506347656,64.154541015625,450,38.5809312638581,23.2023052535395
130,60,19.9409027099609,38.0860170966533,58.8145599365234,73.8069763183594,520,44.4015444015444,25.9381248030362
130,80,22.1314392089844,40.5527691553647,60.6591949462891,83.6773071289062,556,47.4820143884892,29.1993043264008
130,94,23.8887329101562,41.8527543109817,62.5524291992188,89.8287353515625,627,55.2380952380952,31.8411540940146
130,99,24.6108093261719,42.2433423733931,63.3764953613281,91.7209777832031,638,60.377358490566,32.8528911309593
136,0,26.053955078125,35.2455099883561,111.042221069336,29.8763122558594,950,87.7894736842105,17.9102542520925
136,100,37.9219512939453,53.8613977085612,136.026351928711,72.6875152587891,984,92.2764227642276,47.5161047505009
136,101,37.7741546630859,53.9752113717912,136.266510009766,73.4461059570312,989,92.7125506072874,48.0204452663192
136,106,37.4865264892578,54.5496172065068,137.550918579102,77.4909820556641,991,93.2391523713421,50.7132782658437
136,120,36.8658447265625,55.7688120061207,141.295806884766,88.0217742919922,992,92.8355196770938,58.1678102700843
136,140,35.8383331298828,56.1288122436691,147.114593505859,101.312835693359,983,91.5564598168871,67.9622938036066
136,160,35.4633636474609,55.9007695422694,152.477416992188,112.396072387695,972,90.7216494845361,75.8176765320436
136,180,35.2382354736328,55.188832747241,158.066223144531,121.930358886719,974,90.7597535934292,82.3327731167255
136,20,32.3060302734375,39.2669067441039,116.277130126953,33.5753326416016,956,88.4937238493724,20.8153006731707
136,200,34.9669342041016,54.4631284426743,164.001037597656,130.6162109375,971,89.917695473251,87.5280853322371
136,40,36.75634765625,43.3385014062853,121.301193237305,39.3179473876953,949,86.8282402528978,24.7802792572098
136,60,38.7121276855469,47.3774202024523,126.104690551758,47.4635925292969,962,88.6576482830385,29.8750194989576
136,80,38.7307739257812,50.9389358583977,131.034362792969,58.7008361816406,972,90.8530318602261,37.7882387535891
136,94,38.3094787597656,53.0640635147652,134.504913330078,68.2601165771484,981,91.9633774160732,44.4691809546044
136,99,38.0243988037109,53.7554559525642,135.757522583008,72.0554656982422,984,92.2764227642276,47.0563642101852
137,0,7.69795227050781,37.6044165806402,95.7378997802734,32.4612426757812,363,38.0165289256198,9.79291294740177
137,100,25.0333557128906,59.6818780668659,128.697036743164,52.8404846191406,693,68.6868686868687,28.4005992527298
137,101,25.2800140380859,59.7406312968714,129.184783935547,53.146728515625,698,69.3409742120344,28.6361059006204
137,106,26.1428985595703,59.8650487625912,131.73503112793,53.56005859375,706,71.2871287128713,29.7764500407758
137,120,28.5253753662109,59.7992389987351,138.704895019531,55.9620971679688,789,72.5663716814159,33.2173723639645
137,140,32.0369873046875,58.8132841277626,147.211059570312,58.6483917236328,930,83.8709677419355,37.7017143808127
137,160,34.7936096191406,57.4488233092223,152.900436401367,61.0863189697266,959,88.8425443169969,41.2111019276654
137,180,36.4474334716797,55.7875494174101,154.337615966797,66.2834625244141,989,93.9271255060729,45.942648885165
137,20,9.96549987792969,42.9719891667484,98.4977722167969,39.2900543212891,413,43.9613526570048,13.1301041098365
137,200,36.9672393798828,53.6374317206034,152.578765869141,73.8007659912109,999,95.6956956956957,51.959101704108
137,40,13.1445159912109,48.7326212932555,103.370681762695,44.5778045654297,456,51.7543859649123,16.8259042369008
