cat,img,brightness,visual_complexity,symmetry,colorfulness
11,180,0.21477634740784865,993,91.91919191919192,72.94603781420219
11,20,0.09455822249529938,580,35.738831615120276,19.016671491913836
11,200,0.2307787757549623,995,92.5553319919517,79.75412237494729
11,40,0.11298884366600535,643,43.6817472698908,22.242866622040342
11,60,0.13696900942701287,748,57.52330226364847,26.068238276064786
11,80,0.16266162157907516,818,65.11627906976744,31.65836463047929
11,94,0.17763503772027278,876,76.71232876712328,36.58879803945741
11,99,0.18135624115077764,894,77.00892857142857,38.572633737005994
121,0,0.07915384833434379,811,79.65474722564736,33.96247937153231
121,100,0.13242584456612494,930,90.10752688172043,69.87347756093847
121,101,0.13278414712485928,930,90.10752688172043,70.36401524482217
121,106,0.13510416877830755,931,89.24731182795699,72.37346941153926
121,120,0.14114801315188294,929,88.79310344827587,78.3615974239918
121,140,0.14856006315886877,918,87.36383442265794,87.12799215134709
121,160,0.1536677226115437,949,90.10526315789474,95.62028251388958
121,180,0.1589724049907244,952,89.82161594963274,101.27993443135541
121,20,0.08963160585407759,835,79.95198079231692,40.56495250060925
121,200,0.16350517526783115,976,92.41803278688525,103.9365137774704
121,40,0.10042973214197314,866,82.67898383371825,47.22614519865851
121,60,0.11148182041976054,899,86.54060066740823,54.09579543962975
121,80,0.1222451159453124,912,88.1578947368421,61.93191367860341
121,94,0.1294347795057411,921,89.70747562296857,67.58306401530612
121,99,0.1318351933761123,930,90.10752688172043,69.50901806306611
125,0,0.16393271957186262,1003,95.31405782652044,8.895815479945348
125,100,0.22448474679219402,1014,97.53208292201381,33.39084639078613
125,101,0.22492487833812944,1014,97.53208292201381,33.77547173845447
125,106,0.22693520587230642,1014,97.53208292201381,35.30090122915689
125,120,0.230524259968374,1015,97.83037475345168,39.83244073271531
125,140,0.2333120272158379,1016,98.4251968503937,46.909166255818704
125,160,0.23840869813009272,1018,98.62475442043221,53.066681432438585
125,180,0.2491000110910065,1015,97.43589743589743,57.855946958484665
125,20,0.1725325472925245,1021,98.82352941176471,11.463292298180223
125,200,0.26248690949282844,1013,97.13721618953603,61.28847112788935
125,40,0.18513561241499937,1020,99.2156862745098,14.678012353981586
125,60,0.19948394284843796,1019,98.92051030421982,20.96138890339618
125,80,0.21369771818721775,1016,97.83037475345168,26.341509102378105
125,94,0.22196044038299712,1014,97.53208292201381,30.828599343285227
125,99,0.2240421091190389,1014,97.53208292201381,33.07600844770159
127,0,0.12289402228226831,246,51.821862348178136,14.91901114597022
127,100,0.23819871674290155,710,69.19831223628692,41.97834088233293
127,101,0.23966209613401812,717,69.46778711484593,42.25159091837517
127,106,0.247286448527468,714,70.78651685393258,44.09757002825666
127,120,0.27037569560279545,725,69.43291839557399,48.885802878859536
127,140,0.3080852137256124,728,69.49384404924761,55.75905903561096
127,160,0.3474580184786776,681,72.14076246334311,62.29188094824208
127,180,0.38220296078283,641,73.04075235109718,68.14739825496223
127,20,0.14164499875994582,440,52.84738041002278,18.90660984797343
127,200,0.4067840662437921,603,76.94859038142621,72.98039662652766
127,40,0.16290012126105563,637,65.93059936908517,23.625999048605205
127,60,0.18539039558056947,697,72.57142857142857,29.198496380714268
127,80,0.210357993023954,708,69.95768688293371,35.29123888528621
127,94,0.22947018380907583,712,70.78651685393258,39.87035492229874
127,99,0.23674042865532133,712,70.96774193548387,41.67485291723621
12,0,0.08972309279674591,290,15.916955017301039,8.074509314203787
12,100,0.242720795425448,555,50.45045045045045,35.126593928110225
12,101,0.24463748039783192,566,49.645390070921984,35.58227585789884
12,106,0.2534189042236807,569,49.824561403508774,37.85801858241491
12,120,0.2741205812283121,597,48.57621440536013,43.76362228301389
12,140,0.29329787215454517,634,51.023622047244096,52.02108422000347
12,160,0.2962379330541157,684,56.76855895196506,58.7070585285626
12,180,0.28778870361079245,713,60.62322946175638,62.793215552550464
12,20,0.10614350839069711,381,26.984126984126984,10.347854834586219
12,200,0.2652849126811725,707,60.3399433427762,62.753062283514176
12,40,0.13058781925396978,428,33.1002331002331,14.22386928140289
12,60,0.16359633440374316,469,37.71186440677966,19.238721767034587
12,80,0.20257023869630258,518,46.476190476190474,26.069629944647893
12,94,0.23148058517782588,543,47.77777777777778,32.495578738579894
12,99,0.24091472183939547,554,49.90958408679928,34.68978912682481
130,0,0.05369564305736088,337,24.47761194029851,18.507841920834963
130,100,0.07093263120496274,646,59.84496124031008,33.05175923269848
130,101,0.07125936141345461,646,59.40902021772939,33.2275124469095
130,106,0.07311323212488194,667,62.53776435045317,34.0389533507939
130,120,0.07953717048340296,715,67.41258741258741,36.37753917273151
130,140,0.0901923048720708,744,78.9261744966443,40.12272374814472
130,160,0.10263175183061769,809,81.3810110974106,43.701870620159426
130,180,0.11796906008732179,862,84.68677494199535,47.350753276254395
130,20,0.054468782858337735,382,30.07915567282322,20.632520972715042
130,200,0.13514179086143924,881,86.5909090909091,50.682998097739286
130,40,0.05690928533428615,450,38.58093126385809,23.20230525353952
130,60,0.060661500359621374,520,44.4015444015444,25.93812480303624
130,80,0.0653036704007969,556,47.482014388489205,29.199304326400803
130,94,0.06906041724805408,627,55.23809523809524,31.841154094014577
130,99,0.07056849400491605,638,60.37735849056604,32.85289113095933
136,0,0.1771187927072126,950,87.78947368421053,17.91025425209253
136,100,0.296658576701844,984,92.27642276422763,47.51610475050089
136,101,0.29779964761390443,989,92.71255060728745,48.0204452663192
136,106,0.3042032632475209,991,93.23915237134209,50.71327826584373
136,120,0.322805519428939,992,92.83551967709384,58.16781027008426
136,140,0.35044848625476577,983,91.55645981688708,67.96229380360663
136,160,0.3767221460069261,972,90.72164948453609,75.8176765320436
136,180,0.40361937852781904,974,90.75975359342917,82.33277311672552
136,20,0.19938090347472046,956,88.49372384937239,20.815300673170746
136,200,0.43216746502952,971,89.91769547325103,87.52808533223708
136,40,0.2226248379718361,949,86.82824025289779,24.780279257209834
136,60,0.24674014253203597,962,88.6576482830385,29.875019498957577
136,80,0.27156987174701364,972,90.85303186022611,37.78823875358906
136,94,0.2890097587937514,981,91.96337741607324,44.46918095460444
136,99,0.29535578109591015,984,92.27642276422763,47.05636421018516
137,0,0.14541640558823857,363,38.01652892561984,9.792912947401772
137,100,0.3075057399987262,693,68.68686868686868,28.400599252729776
137,101,0.30976411131822623,698,69.34097421203438,28.63610590062042
137,106,0.32117175789462127,706,71.28712871287128,29.776450040775835
137,120,0.35311511569690124,789,72.56637168141593,33.21737236396446
137,140,0.3928570482857021,930,83.87096774193549,37.7017143808127
137,160,0.4207019817609579,959,88.84254431699688,41.211101927665396
137,180,0.4288291868850051,989,93.92712550607287,45.94264888516497
137,20,0.16238896362713448,413,43.96135265700483,13.130104109836514
137,200,0.42178473294964114,999,95.69569569569569,51.959101704108015
137,40,0.1884125375916755,456,51.75438596491229,16.825904236900787
137,60,0.22220346551774658,510,53.72549019607843,19.906065936062
137,80,0.2626291202680372,598,53.51170568561873,23.693451939306584
137,94,0.2939324546368564,668,62.18236173393124,27.092985649337315
137,99,0.30517151646128543,690,67.05539358600583,28.21399933704435
138,0,0.17066276849662657,372,35.483870967741936,10.093233124413402
138,100,0.24520571957027953,1000,95.30469530469531,37.01957769411622
138,101,0.24620727130901277,1000,94.69469469469469,37.29392203319789
138,106,0.2508009744188313,997,94.48345035105315,38.598060920181695
138,120,0.2637319844438086,987,93.50912778904666,41.81397660881835
138,140,0.28177416800151034,954,90.56603773584906,45.83693102718617
138,160,0.2986887185816726,922,91.54013015184381,49.65398738220156
138,180,0.3156663743947442,881,91.03291713961409,52.91951010699913
138,20,0.17802841398949018,650,59.44272445820433,13.399956140533117
138,200,0.33092850959313524,856,89.12280701754386,55.79984222062001
138,40,0.18900137069365613,930,85.1931330472103,18.866449174146315
138,60,0.2059553594189194,988,93.62992922143579,24.710976388628268
138,80,0.22624078620029775,1003,95.2191235059761,31.197354596497597
138,94,0.2396207744071738,1002,95.60878243512974,35.48164022318517
138,99,0.2442524726910643,1002,95.91226321036889,36.83147612943604
145,0,0.14625447836867939,209,10.526315789473683,13.500355770078643
145,100,0.4095960713740311,335,16.265060240963855,62.6530605285742
145,101,0.4144576953262757,335,16.119402985074625,64.33701134182338
145,106,0.43634250063438595,345,19.710144927536234,71.49846845799321
145,120,0.49469010532474034,361,22.284122562674096,91.05023132258015
145,140,0.5618874925148115,363,26.373626373626376,120.25740318392855
145,160,0.6157187953446274,378,24.33862433862434,153.4542646716128
145,180,0.6492051121671277,401,24.317617866004962,167.46801346775885
145,20,0.17858246010814977,222,12.5,16.144169144162184
145,200,0.6603167234747335,422,29.383886255924168,173.25944871919992
145,40,0.21860055528179764,244,12.244897959183673,20.757294280852925
145,60,0.26753205025258203,281,16.428571428571427,28.490026562874668
145,80,0.3264567215989968,308,14.239482200647249,38.38206067862207
145,94,0.38306716422196174,329,17.02127659574468,54.12426985809866
145,99,0.4047388354332,335,16.265060240963855,60.954272583341414
147,0,0.0926480796821842,1,0.0,27.442417029338184
147,100,0.18880718299728066,988,93.41438703140831,50.97859500720179
147,101,0.19017200945674623,988,93.31983805668015,51.237251729755144
147,106,0.19702335674855634,1005,95.82504970178927,52.606179559292755
147,120,0.214165829147658,1012,97.83037475345168,55.725170876843464
147,140,0.23120694070811526,1015,98.12807881773399,58.53424234487737
147,160,0.2459375698142048,1013,97.92694965449161,61.06209859588143
147,180,0.25839622466865286,1013,97.92694965449161,62.97098858082565
147,20,0.10433599318223553,97,26.804123711340207,31.060822272572107
147,200,0.2684928054615866,1013,97.92694965449161,64.47416826771696
147,40,0.11882468499662863,153,41.830065359477125,35.05225633779049
147,60,0.13736380675948384,477,51.46443514644351,39.55786002315508
147,80,0.16127350929146383,758,84.28005284015853,45.07881860462253
147,94,0.180378257105697,944,88.04232804232804,49.31840086191106
147,99,0.18740085474802148,977,91.18852459016394,50.668835660500065
148,0,0.0709002895601812,135,0.0,9.140677261369465
148,100,0.12592724218724013,976,90.1639344262295,22.17744890328123
148,101,0.12689666112907083,978,90.48106448311157,22.470069974181104
148,106,0.13118926323137664,991,92.61880687563195,23.662665306817196
148,120,0.1449403174110338,1007,96.52432969215492,28.060542800627537
148,140,0.16461730325212542,1010,97.72502472799208,34.42806081660032
148,160,0.18497759394872068,1010,97.42574257425743,40.15165532434823
148,180,0.2053034283354967,1007,96.92154915590864,46.54249009101013
148,20,0.07475948826822135,138,0.0,10.101518109567264
148,200,0.2238466292055092,1014,97.83037475345168,51.7204645421903
148,40,0.08238860681441253,233,17.24137931034483,11.45919152080425
148,60,0.09393748513634549,567,40.35087719298245,13.844572241003718
148,80,0.10883901459872045,886,76.12612612612612,17.698547448726746
148,94,0.12095329482357,964,87.13692946058092,20.933854915827744
148,99,0.1251334177946305,973,89.5277207392197,21.93389278121345
14,0,0.11627788864134755,986,90.78014184397163,32.842470769499855
14,100,0.2532765108650709,1015,98.03149606299213,73.49001744065937
14,101,0.25485266904513426,1015,98.03149606299213,73.94297986518558
14,106,0.26303421023201695,1014,97.43589743589743,75.84346410622612
14,120,0.2857603345198659,1013,97.43589743589743,81.69568535324017
14,140,0.318410461888506,1005,95.82504970178927,89.29776252880671
14,160,0.34749703345175087,1005,95.52238805970148,95.59174124481909
14,180,0.37147255922296596,1006,96.22266401590457,99.64082557803489
14,20,0.1355324574019183,996,92.46231155778895,39.413437579565354
14,200,0.3936582982825646,1017,97.93510324483776,102.19075859429904
14,40,0.16013063923032253,1004,94.51645064805582,47.32742230472412
14,60,0.19008872092158366,1011,96.53808110781405,56.405485298490966
14,80,0.2217764851024262,1015,97.73399014778326,65.08556965508365
14,94,0.2436838064177355,1016,98.03149606299213,70.96579280978816
14,99,0.25165650759722896,1015,98.03149606299213,73.01459892323881
150,0,0.22650265537257352,247,24.489795918367346,3.5363899084331054
150,100,0.3530190107530649,817,76.07361963190185,28.87527819963622
150,101,0.3548000527150964,817,76.37698898408813,29.18654380174537
150,106,0.36357161805298294,835,80.0,31.27545418645087
150,120,0.3838222625861587,903,85.42825361512793,37.25228980370571
150,140,0.4017829716666374,965,91.60621761658031,46.58462727232758
150,160,0.40811600847746266,980,93.08943089430895,55.97404951613758
150,180,0.405836620661131,981,92.15086646279306,67.3572103008841
150,20,0.2426023844497461,322,33.43653250773993,5.808131506425338
150,200,0.3985823180680136,983,93.29268292682927,79.20059034989619
150,40,0.2607691581172511,457,45.414847161572055,9.503227550681158
150,60,0.2848021628704123,605,61.461794019933556,14.785763679895513
150,80,0.3166755719915246,734,69.29347826086956,21.23214421198906
150,94,0.3420216785036838,798,74.3073047858942,26.567191934454293
150,99,0.3512879862596889,813,75.67567567567568,28.466797447747034
15,0,0.1278848574655592,963,92.21183800623052,21.778637347128182
15,100,0.2538596939411469,965,91.81347150259067,42.598083462936614
15,101,0.2552714497475127,967,91.20992761116857,42.87989303014822
15,106,0.26168894900970513,963,90.64449064449065,44.367688570805825
15,120,0.2806578839381427,963,89.81288981288982,48.69905747911122
15,140,0.3089831711936197,957,89.14405010438414,55.61064625684769
15,160,0.3360310330022729,947,87.83068783068782,62.64769195225034
15,180,0.3604911571670919,936,87.29989327641408,68.24282348663026
15,20,0.1458544762351985,967,92.56198347107438,24.863986806070745
15,200,0.38105289578902013,920,87.85249457700651,72.34261799546721
15,40,0.17083833377730107,976,91.9917864476386,28.674326041479578
15,60,0.19897399944051658,975,91.9917864476386,32.88127641152626
15,80,0.22652980930848038,977,92.52814738996929,37.459784828192056
15,94,0.2457863847828885,974,92.40246406570843,40.98117794060303
15,99,0.25265373202071223,969,92.26006191950464,42.32003354934151
161,0,0.15465714142102202,310,26.451612903225808,16.814325050562918
161,100,0.2370386316511938,419,58.233890214797135,41.028726836213615
161,101,0.2378344677870687,426,57.476635514018696,41.56149003590122
161,106,0.24192041575265408,435,56.2929061784897,44.174374005474434
161,120,0.25174772333331985,465,57.5107296137339,52.62218761436708
161,140,0.2623558152455835,485,57.90554414784395,64.03891947060445
161,160,0.26921415091007533,500,54.0,71.57621428476173
161,180,0.28011526619858884,546,55.21023765996343,70.66572889705596
161,20,0.1719086353746163,314,30.573248407643312,18.982753039602603
161,200,0.2964652476516148,620,53.7842190016103,62.76362744410278
161,40,0.18931046809745627,333,31.92771084337349,21.970386885749477
161,60,0.20456265566824144,364,41.208791208791204,26.426208750656457
161,80,0.22122973836372423,404,48.13895781637717,32.301922087467446
161,94,0.23205615064463134,417,51.92307692307693,38.15996135782426
161,99,0.23622976285220795,418,56.730769230769226,40.495707489934134
165,0,0.0754864860087826,321,41.61490683229814,11.140142929745032
165,100,0.183392278060826,418,47.2289156626506,18.202486947803692
165,101,0.1858228573158283,418,47.2289156626506,18.354056455603093
165,106,0.19809065294772565,431,47.906976744186046,19.25481065449464
165,120,0.2402332720042784,487,46.09053497942387,22.264883380813227
165,140,0.31415791287527495,575,58.18815331010453,26.735429423731986
165,160,0.3779382657722509,608,54.00981996726678,31.16129971750123
165,180,0.4143768677890753,617,57.189014539579965,35.1692516717394
165,20,0.08694677419153479,340,51.19047619047619,11.227757005724891
165,200,0.43848473550453654,659,71.90332326283988,38.582837377326165
165,40,0.10100592749959425,366,46.83195592286501,11.721854601850762
165,60,0.11980537922818076,381,42.51968503937008,13.22611848492264
165,80,0.14648218185977663,392,43.87755102040816,15.219957836248668
165,94,0.1706129357232497,408,50.0,17.235252490254844
165,99,0.1812495257376186,415,46.3768115942029,18.004906559624487
170,0,0.12300116795709264,459,60.9271523178808,16.751062777215893
170,100,0.2358274150502954,849,84.19811320754717,37.506322824467375
170,101,0.23676377891213327,849,84.19811320754717,37.692811424402194
170,106,0.24106412429337942,846,84.39716312056737,39.15505695193664
170,120,0.2504645828754585,847,84.06139315230224,43.492764366155306
170,140,0.2609735759583195,856,83.64485981308411,49.66723432260359
170,160,0.27083671871137455,842,81.33174791914387,55.45761067774108
170,180,0.2810106379031171,819,82.25214198286413,60.72160661200358
170,20,0.13888924944447328,504,67.06349206349206,18.638655556166526
170,200,0.29253916587026896,784,85.42199488491049,64.93806380273215
170,40,0.15626000967755638,596,71.38047138047138,22.10935636549216
170,60,0.18101131828377756,708,71.95467422096317,26.50481959725332
170,80,0.21091029102897235,802,78.90137328339576,31.716399173650252
170,94,0.2295909678596973,830,83.37349397590361,35.850393927698605
170,99,0.23495022401818694,844,83.51126927639383,37.27705343781753
181,0,0.17051405277366516,744,68.63270777479893,19.786297957493673
181,100,0.25130921461468647,979,93.04703476482618,35.905397534174945
181,101,0.25173724846418777,979,93.14227226202661,36.13496486861304
181,106,0.25358307647508,988,94.53441295546558,37.40790264582481
181,120,0.25718525912223406,993,95.66968781470293,41.34722043061624
181,140,0.26077634804528504,1006,96.31840796019901,46.895427369944414
181,160,0.2641108062160059,1013,97.53208292201381,51.8042373338006
181,180,0.27186982968655155,1019,98.5279685966634,55.727289092799815
181,20,0.18509112307394804,802,77.45952677459526,21.202214610153128
181,200,0.2830634429773141,1021,99.11851126346718,58.99487023065199
181,40,0.20397356093686134,863,86.5429234338747,23.44577923277432
181,60,0.22562435420942156,921,90.09793253536452,26.71326081068152
181,80,0.241655348675082,947,92.71383315733897,30.826212340084865
181,94,0.24896110035079289,969,92.26006191950464,34.244199682192395
181,99,0.2510255010415712,976,92.82786885245902,35.567638298237256
183,0,0.09070164621897955,642,56.38629283489096,16.03199919992318
183,100,0.17555782076026216,929,84.05172413793103,22.541282844050286
183,101,0.17630312249209049,931,84.39181916038751,22.688598898481835
183,106,0.1797496912515564,937,85.56149732620321,23.728805803582684
183,120,0.1887273471646938,958,89.1213389121339,27.17173617828917
183,140,0.20204079292777566,973,92.08633093525181,32.49484033268048
183,160,0.21475282109526989,988,93.92712550607287,37.403878403444835
183,180,0.2266992383255893,997,95.58232931726907,41.557729992505436
183,20,0.10388529659635291,674,56.37982195845698,15.714571481838464
183,200,0.23350024463819155,1016,98.4251968503937,45.44437218932355
183,40,0.12066294702948581,743,59.189189189189186,15.861514699629158
183,60,0.1392407091266595,818,67.56425948592411,16.76971846800143
183,80,0.15937611659873327,890,78.42696629213484,18.72187616005253
183,94,0.17100081294586944,924,82.6086956521739,21.208783765926814
183,99,0.17477521827339765,928,83.36933045356372,22.270101854230138
187,0,0.11272867077299818,139,18.571428571428573,5.243578205396481
